name,ra,dec
Phoenix,"[17.096130000000002, 16.521105, 16.521105, 6.55074, 6.55074, 17.096130000000002, 16.521105, 22.812765, 22.812765, 28.41153, 28.41153, 16.521105, 16.521105, 22.091385, 22.091385, 6.55074, 6.55074, 6.5708400000000005, 6.5708400000000005, 2.35254, 2.35254, 6.55074]","[-55.24576, -46.718414, -46.718414, -43.679829, -43.679829, -55.24576, -46.718414, -49.072702, -49.072702, -46.302669, -46.302669, -46.718414, -46.718414, -43.318234, -43.318234, -43.679829, -43.679829, -42.305981, -42.305981, -45.747426, -45.747426, -43.679829]"
Pisces,"[15.704565000000002, 18.43728, 15.704565000000002, 19.866645000000002, 19.866645000000002, 18.43728, 18.43728, 22.870875, 22.870875, 26.34846, 26.34846, 30.511755, 30.511755, 28.388955000000003, 28.388955000000003, 25.35789, 25.35789, 22.546305, 22.546305, 15.73587, 15.73587, 12.07254, 12.07254, 5.149425, 5.149425, 359.827875, 359.827875, 354.98766, 354.98766, 355.511685, 355.511685, 351.73314, 351.73314, 349.29141, 349.29141, 351.99207, 351.99207, 354.98766]","[31.804263, 24.583713, 31.804263, 27.264059, 27.264059, 24.583713, 24.583713, 15.345823, 15.345823, 9.157736, 9.157736, 2.763759, 2.763759, 3.187536, 3.187536, 5.487613, 5.487613, 6.14382, 6.14382, 7.890135, 7.890135, 7.299928, 7.299928, 8.190271, 8.190271, 6.863321, 6.863321, 5.626292, 5.626292, 1.780041, 1.780041, 1.255608, 1.255608, 3.282289, 3.282289, 6.378992, 6.378992, 5.626292]"
Piscis Austrinus,"[344.41256999999996, 340.16391, 340.16391, 330.20926499999996, 330.20926499999996, 326.93397, 326.93397, 332.536395, 332.536395, 337.87635, 337.87635, 343.98708]","[-29.622236, -27.043617, -27.043617, -28.453736, -28.453736, -30.898304, -30.898304, -32.548407, -32.548407, -32.346073, -32.346073, -32.539628]"
Volans,"[115.45506, 107.18682, 107.18682, 121.982595, 121.982595, 115.45506, 121.982595, 109.20762, 121.982595, 126.434265, 126.434265, 135.611655, 135.611655, 121.982595]","[-72.606098, -70.498932, -70.498932, -68.617062, -68.617062, -72.606098, -68.617062, -67.957152, -68.617062, -66.13689, -66.13689, -66.396076, -66.396076, -68.617062]"
Puppis,"[121.88605500000001, 117.25698, 117.25698, 109.285665, 109.285665, 99.440295, 99.440295, 102.48398999999999, 102.48398999999999, 112.307685, 112.307685, 120.896055, 120.896055, 121.88605500000001]","[-24.304324, -24.912208, -24.912208, -37.09747, -37.09747, -43.195934, -43.195934, -50.61456, -50.61456, -43.301432, -43.301432, -40.003148, -40.003148, -24.304324]"
Reticulum,"[63.60606, 64.12107, 64.12107, 59.686425, 59.686425, 56.048895, 56.048895, 63.60606]","[-62.473858, -59.302156, -59.302156, -61.400185, -61.400185, -64.806903, -64.806903, -62.473858]"
Sagittarius,"[275.24850000000004, 276.992685, 274.406895, 276.04302, 276.04302, 271.452045, 271.452045, 266.89011000000005, 271.452045, 275.24850000000004, 275.24850000000004, 276.04302, 276.04302, 285.65297999999996, 285.65297999999996, 281.4141, 281.4141, 275.24850000000004, 281.4141, 276.992685, 276.992685, 273.44088, 285.65297999999996, 286.73505, 286.73505, 283.81635, 283.81635, 281.4141, 283.81635, 284.432505, 284.432505, 286.17075, 286.17075, 289.40866500000004, 289.40866500000004, 290.418165, 286.73505, 294.006885, 294.006885, 300.66448499999996, 300.66448499999996, 299.934075, 299.934075, 298.81539000000004, 298.81539000000004, 290.971545, 298.81539000000004, 290.80464]","[-29.828103, -25.4217, -36.761686, -34.384616, -34.384616, -30.424091, -30.424091, -27.830788, -30.424091, -29.828103, -29.828103, -34.384616, -34.384616, -29.880105, -29.880105, -26.990778, -26.990778, -29.828103, -26.990778, -25.4217, -25.4217, -21.058834, -29.880105, -27.670423, -27.670423, -26.296722, -26.296722, -26.990778, -26.296722, -21.106654, -21.106654, -21.741496, -21.741496, -18.952908, -18.952908, -17.847197, -27.670423, -24.719081, -24.719081, -27.709845, -27.709845, -35.276305, -35.276305, -41.868288, -41.868288, -40.61594, -41.868288, -44.799778]"
Scorpius,"[263.402175, 265.62198, 265.62198, 266.89617000000004, 266.89617000000004, 264.3297, 264.3297, 258.03828, 258.03828, 253.49885999999998, 253.49885999999998, 252.96763500000003, 252.96763500000003, 252.54119999999998, 252.54119999999998, 248.97064500000002, 248.97064500000002, 247.35191999999998, 247.35191999999998, 240.08335499999998, 247.35191999999998, 239.712975, 247.35191999999998, 241.35930000000002]","[-37.103821, -39.029983, -39.029983, -40.126997, -40.126997, -42.997824, -42.997824, -43.239189, -43.239189, -42.362025, -42.362025, -38.04738, -38.04738, -34.293232, -34.293232, -28.216016, -28.216016, -26.432002, -26.432002, -22.62171, -26.432002, -26.114105, -26.432002, -19.805453]"
Serpens,"[237.40503, 237.704025, 237.704025, 236.06697, 236.06697, 233.700615, 233.700615, 236.546895, 236.546895, 239.11323000000002, 239.11323000000002, 237.184905, 237.184905, 236.546895, 284.05492499999997, 275.32750500000003, 275.32750500000003, 265.353645, 265.353645, 264.396675, 264.396675, 260.20692]","[-3.430208, 4.47773, 4.47773, 6.425627, 6.425627, 10.538867, 10.538867, 15.421826, 15.421826, 15.661617, 15.661617, 18.141564, 18.141564, 15.421826, 4.203595, -2.898825, -2.898825, -12.875307, -12.875307, -15.398557, -15.398557, -12.846875]"
Sextans,"[157.572825, 151.98450000000003]","[-0.637026, -0.371637]"
Mensa,"[82.96977, 70.76646]","[-76.340964, -70.931027]"
Taurus,"[81.57297, 70.56126, 70.56126, 67.154145, 68.98015500000001, 84.41119499999999, 64.948335, 65.73370499999999, 64.948335, 60.17007, 60.17007, 51.20331, 68.98015500000001, 67.154145, 68.98015500000001, 67.165575, 67.165575, 64.948335, 67.154145, 66.37241999999999, 66.37241999999999, 65.73370499999999, 65.73370499999999, 57.290595]","[28.60745, 22.956926, 22.956926, 19.180431, 16.509301, 21.142549, 15.627642, 17.542514, 15.627642, 12.490347, 12.490347, 9.02887, 16.509301, 19.180431, 16.509301, 15.870883, 15.870883, 15.627642, 19.180431, 17.92791, 17.92791, 17.542514, 17.542514, 24.053415]"
Telescopium,"[277.207575, 276.74341499999997]","[-49.070588, -45.968459]"
Tucana,"[334.625565, 349.35747, 349.35747, 5.01213, 349.35747, 7.885875]","[-60.259587, -58.235734, -58.235734, -64.874791, -58.235734, -62.958218]"
Triangulum,"[34.328595, 32.38587, 32.38587, 28.27044, 28.27044, 34.328595]","[33.847194, 34.987297, 34.987297, 29.578829, 29.578829, 33.847194]"
Triangulum Australe,"[252.166155, 229.72771500000002, 229.72771500000002, 238.786245, 238.786245, 252.166155]","[-69.027715, -68.679545, -68.679545, -63.430727, -63.430727, -69.027715]"
Aquarius,"[322.88973, 331.445985, 331.445985, 335.41407000000004, 335.41407000000004, 337.207965, 337.207965, 338.83908, 338.83908, 343.15364999999997, 343.15364999999997, 348.972885, 348.972885, 350.74263, 331.445985, 334.20847499999996, 334.20847499999996, 331.60929, 334.20847499999996, 337.66173, 337.66173, 342.39792, 342.39792, 343.662555, 343.662555, 347.361645, 311.91897, 322.88973]","[-5.571172, -0.319851, -0.319851, -1.387331, -1.387331, -0.019972, -0.019972, -0.117498, -0.117498, -7.579599, -7.579599, -9.087737, -9.087737, -20.10058, -0.319851, -7.78329, -7.78329, -13.869679, -7.78329, -10.67795, -10.67795, -13.592632, -13.592632, -15.82082, -15.82082, -21.17241, -9.495776, -5.571172]"
Virgo,"[176.46483, 184.97649, 184.97649, 190.415175, 190.415175, 201.298245, 201.298245, 213.22393499999998, 213.22393499999998, 214.00362, 214.00362, 220.765095, 201.298245, 203.6733, 203.6733, 210.411645, 210.411645, 221.56217999999998, 203.6733, 193.90087499999998, 193.90087499999998, 195.54416999999998, 193.90087499999998, 190.415175]","[6.529376, -0.666803, -0.666803, -1.449375, -1.449375, -11.161322, -11.161322, -10.273702, -10.273702, -6.000547, -6.000547, -5.658207, -11.161322, -0.59582, -0.59582, 1.544532, 1.544532, 1.892885, -0.59582, 3.39747, 3.39747, 10.95915, 3.39747, -1.449375]"
Vela,"[122.38314, 130.07331, 130.07331, 131.175885, 131.175885, 140.52843000000001, 140.52843000000001, 149.21562, 149.21562, 161.69232, 161.69232, 159.32575500000002, 159.32575500000002, 153.684105, 153.684105, 142.67511, 142.67511, 136.99902, 136.99902, 122.38314]","[-47.336588, -52.921887, -52.921887, -54.708821, -54.708821, -55.010668, -55.010668, -54.56779, -54.56779, -49.420255, -49.420255, -48.22562, -48.22562, -42.121942, -42.121942, -40.466769, -40.466769, -43.432589, -43.432589, -47.336588]"
