name,ra,dec
Lepus,"[91.53885, 89.10123, 89.10123, 86.738925, 86.738925, 83.18256000000001, 83.18256000000001, 78.23292, 91.53885, 87.830355, 87.830355, 86.115855, 86.115855, 82.06134, 82.06134, 76.36527, 83.18256000000001, 82.06134, 78.23292, 79.893855, 78.23292, 78.30783, 76.36527, 78.23292]","[-14.935254, -14.1677, -14.1677, -14.82195, -14.82195, -17.822289, -17.822289, -16.205468, -14.935254, -20.879089, -20.879089, -22.448382, -22.448382, -20.759441, -20.759441, -22.371032, -17.822289, -20.759441, -16.205468, -13.176788, -16.205468, -12.941291, -22.371032, -16.205468]"
Monoceros,"[126.41514, 122.14854, 93.71388, 97.204455, 97.204455, 107.966085, 107.966085, 101.9652, 101.9652, 95.942025, 107.966085, 122.14854, 122.14854, 115.31181, 101.9652, 98.22594000000001, 95.942025, 98.22594000000001, 98.22594000000001, 100.24441499999999]","[-3.906424, -2.983786, -6.274776, -7.033062, -7.033062, -0.492764, -0.492764, 2.412159, 2.412159, 4.592865, -0.492764, -2.983786, -2.983786, -9.551131, 2.412159, 7.332965, 4.592865, 7.332965, 7.332965, 9.895754]"
Eridanus,"[24.42834, 28.98846, 28.98846, 34.12731, 34.12731, 36.746325, 36.746325, 40.166714999999996, 40.166714999999996, 44.565345, 44.565345, 49.97916, 49.97916, 57.363555000000005, 57.363555000000005, 64.473555, 64.473555, 66.009195, 66.009195, 68.88768, 68.88768, 59.981175, 59.981175, 58.427925, 58.427925, 56.915205, 56.915205, 56.712059999999994, 56.712059999999994, 53.446979999999996, 53.446979999999996, 49.87917, 49.87917, 45.597945, 45.597945, 44.10687, 44.10687, 53.23272, 53.23272, 55.81209, 55.81209, 59.507355, 59.507355, 63.818055, 63.818055, 62.966415, 62.966415, 69.079755, 69.079755, 71.375625, 71.375625, 76.962435, 76.962435, 69.54509999999999]","[-57.236757, -51.608896, -51.608896, -51.512165, -51.512165, -47.70384, -47.70384, -39.855375, -39.855375, -40.304672, -40.304672, -43.069784, -43.069784, -36.20025, -36.20025, -33.798348, -33.798348, -34.016846, -34.016846, -30.562341, -30.562341, -24.016215, -24.016215, -24.61223, -24.61223, -23.874677, -23.874677, -23.249723, -23.249723, -21.632883, -21.632883, -21.757864, -21.757864, -23.624472, -23.624472, -8.898144, -8.898144, -9.458262, -9.458262, -9.763395, -9.763395, -13.508515, -13.508515, -7.652871, -7.652871, -6.837581, -6.837581, -3.352459, -3.352459, -3.254657, -3.254657, -5.086446, -5.086446, -14.30402]"
Hydra,"[130.80615, 129.689325, 129.689325, 129.41403, 129.41403, 131.693805, 131.693805, 133.84845, 133.84845, 130.80615, 133.84845, 138.591075, 138.591075, 144.96400500000001, 144.96400500000001, 141.89685, 141.89685, 152.647005, 152.647005, 156.52263, 156.52263, 162.406185, 162.406185, 164.94366000000002, 164.94366000000002, 167.91453, 167.91453, 173.25057, 173.25057, 178.227195, 178.227195, 199.730385, 199.730385, 211.592895]","[3.398662, 3.341435, 3.341435, 5.703782, 5.703782, 6.418809, 6.418809, 5.945563, 5.945563, 3.398662, 5.945563, 2.31428, 2.31428, -1.14281, -1.14281, -8.658603, -8.658603, -12.354083, -12.354083, -16.83629, -16.83629, -16.193648, -16.193648, -18.298783, -18.298783, -22.825847, -22.825847, -31.857625, -31.857625, -33.908124, -33.908124, -23.171512, -23.171512, -26.682361]"
Hydra's head,"[133.84845, 131.693805, 131.693805, 129.41403, 129.41403, 129.689325, 129.689325, 130.80615, 130.80615, 133.84845]","[5.945563, 6.418809, 6.418809, 5.703782, 5.703782, 3.341435, 3.341435, 3.398662, 3.398662, 5.945563]"
Hydra's tail,"[173.25057, 178.227195, 178.227195, 199.730385, 199.730385, 211.592895]","[-31.857625, -33.908124, -33.908124, -23.171512, -23.171512, -26.682361]"
Crater,"[164.94366000000002, 167.91453, 167.91453, 171.22053, 171.22053, 169.835205, 169.835205, 164.94366000000002, 169.835205, 171.15246, 171.15246, 174.17047499999998, 174.17047499999998, 179.003985, 179.003985, 176.190735, 176.190735, 171.22053]","[-18.298783, -22.825847, -22.825847, -17.68401, -17.68401, -14.778541, -14.778541, -18.298783, -14.778541, -10.859323, -10.859323, -9.802247, -9.802247, -17.150829, -17.150829, -18.350674, -18.350674, -17.68401]"
Antlia,"[156.78795, 156.78795]","[-31.067779, -31.067779]"
Virgo,"[176.46483, 177.67383, 177.67383, 184.97649, 184.97649, 190.415175, 190.415175, 181.302255, 181.302255, 176.46483, 190.415175, 197.48746500000001, 197.48746500000001, 201.298245, 201.298245, 213.22393499999998, 213.22393499999998, 214.00362, 214.00362, 220.765095, 201.298245, 203.6733, 203.6733, 210.411645, 210.411645, 221.56217999999998, 203.6733, 193.90087499999998, 193.90087499999998, 195.54416999999998, 193.90087499999998, 190.415175, 214.00362, 210.411645]","[6.529376, 1.764718, 1.764718, -0.666803, -0.666803, -1.449375, -1.449375, 8.732985, 8.732985, 6.529376, -1.449375, -5.53901, -5.53901, -11.161322, -11.161322, -10.273702, -10.273702, -6.000547, -6.000547, -5.658207, -11.161322, -0.59582, -0.59582, 1.544532, 1.544532, 1.892885, -0.59582, 3.39747, 3.39747, 10.95915, 3.39747, -1.449375, -6.000547, 1.544532]"
head,"[190.415175, 181.302255, 181.302255, 176.46483, 176.46483, 177.67383, 177.67383, 184.97649, 184.97649, 190.415175]","[-1.449375, 8.732985, 8.732985, 6.529376, 6.529376, 1.764718, 1.764718, -0.666803, -0.666803, -1.449375]"
feet,"[221.56217999999998, 210.411645, 210.411645, 214.00362, 214.00362, 220.765095]","[1.892885, 1.544532, 1.544532, -6.000547, -6.000547, -5.658207]"
Libra,"[226.017585, 222.719655, 222.719655, 229.251735, 229.251735, 233.881575, 233.881575, 222.719655, 233.881575, 234.25605, 234.25605, 234.66405]","[-25.281965, -16.041778, -16.041778, -9.382917, -9.382917, -14.789537, -14.789537, -16.041778, -14.789537, -28.135079, -28.135079, -29.777754]"
Corvus,"[188.01764999999997, 187.466085, 187.466085, 183.95155499999998, 183.95155499999998, 182.53119, 182.53119, 182.103375, 182.53119, 185.1402, 185.1402, 188.596815, 185.1402, 187.466085]","[-16.196007, -16.515432, -16.515432, -17.541929, -17.541929, -22.619766, -22.619766, -24.728875, -22.619766, -22.215901, -22.215901, -23.396759, -22.215901, -16.515432]"
bill,"[187.466085, 188.01764999999997]","[-16.515432, -16.196007]"
foot,"[185.1402, 188.596815]","[-22.215901, -23.396759]"
tail,"[182.53119, 182.103375]","[-22.619766, -24.728875]"
Ophiuchus,"[261.83863499999995, 258.83754, 258.83754, 260.502405, 260.502405, 261.59256, 261.59256, 260.251515, 260.251515, 257.59452, 257.59452, 261.65784, 261.65784, 265.868145, 265.868145, 266.973165, 266.973165, 271.363695, 265.868145, 263.733615, 263.733615, 254.417085, 254.417085, 265.868145, 254.417085, 253.50196499999998, 253.50196499999998, 247.72843500000002, 247.72843500000002, 243.58641000000003, 254.417085, 249.28974000000002, 249.28974000000002, 247.784865, 247.784865, 246.755985, 246.755985, 246.02577, 246.02577, 248.034165, 249.28974000000002, 257.59452]","[-29.867033, -26.602829, -26.602829, -24.999545, -24.999545, -24.175309, -24.175309, -21.112933, -21.112933, -15.72491, -15.72491, -5.086596, -5.086596, 4.567303, 4.567303, 2.707276, 2.707276, 2.500099, 4.567303, 12.560035, 12.560035, 9.375033, 9.375033, 4.567303, 9.375033, 10.165359, 10.165359, 1.983923, 1.983923, -3.694323, 9.375033, -10.56709, -10.56709, -16.612733, -16.612733, -18.456251, -18.456251, -20.037327, -20.037327, -21.46639, -10.56709, -15.72491]"
body,"[265.868145, 254.417085, 254.417085, 249.28974000000002, 249.28974000000002, 257.59452, 257.59452, 261.65784, 261.65784, 265.868145]","[4.567303, 9.375033, 9.375033, -10.56709, -10.56709, -15.72491, -15.72491, -5.086596, -5.086596, 4.567303]"
head,"[265.868145, 263.733615, 263.733615, 254.417085, 254.417085, 265.868145]","[4.567303, 12.560035, 12.560035, 9.375033, 9.375033, 4.567303]"
arm,"[265.868145, 266.973165, 266.973165, 271.363695]","[4.567303, 2.707276, 2.707276, 2.500099]"
arm,"[254.417085, 253.50196499999998, 253.50196499999998, 247.72843500000002, 247.72843500000002, 243.58641000000003]","[9.375033, 10.165359, 10.165359, 1.983923, 1.983923, -3.694323]"
foot,"[257.59452, 260.251515, 260.251515, 261.59256, 261.59256, 260.502405, 260.502405, 258.83754, 258.83754, 261.83863499999995]","[-15.72491, -21.112933, -21.112933, -24.175309, -24.175309, -24.999545, -24.999545, -26.602829, -26.602829, -29.867033]"
foot,"[249.28974000000002, 247.784865, 247.784865, 246.755985, 246.755985, 246.02577, 246.02577, 248.034165]","[-10.56709, -16.612733, -16.612733, -18.456251, -18.456251, -20.037327, -20.037327, -21.46639]"
Serpens,"[284.05492499999997, 271.83744, 271.83744, 271.363695, 271.363695, 275.32750500000003, 275.32750500000003, 269.75662500000004, 269.75662500000004, 265.353645, 265.353645, 264.396675, 264.396675, 260.20692, 246.950775, 244.58036999999996, 244.58036999999996, 243.58641000000003, 243.58641000000003, 237.40503, 237.40503, 237.704025, 237.704025, 236.06697, 236.06697, 236.61090000000002, 236.61090000000002, 233.700615, 233.700615, 236.546895, 236.546895, 239.11323000000002, 239.11323000000002, 237.184905, 237.184905, 235.38773999999998, 235.38773999999998, 236.546895]","[4.203595, 9.563847, 9.563847, 2.500099, 2.500099, -2.898825, -2.898825, -9.773632, -9.773632, -12.875307, -12.875307, -15.398557, -15.398557, -12.846875, -8.371731, -4.692511, -4.692511, -3.694323, -3.694323, -3.430208, -3.430208, 4.47773, 4.47773, 6.425627, 6.425627, 7.353073, 7.353073, 10.538867, 10.538867, 15.421826, 15.421826, 15.661617, 15.661617, 18.141564, 18.141564, 19.670401, 19.670401, 15.421826]"
head,"[236.546895, 239.11323000000002, 239.11323000000002, 237.184905, 237.184905, 235.38773999999998, 235.38773999999998, 236.546895]","[15.421826, 15.661617, 15.661617, 18.141564, 18.141564, 19.670401, 19.670401, 15.421826]"
Scorpius,"[267.464475, 263.402175, 263.402175, 262.69097999999997, 262.69097999999997, 264.13681499999996, 264.13681499999996, 265.62198, 265.62198, 266.89617000000004, 266.89617000000004, 264.3297, 264.3297, 258.03828, 258.03828, 253.64596500000002, 253.64596500000002, 252.96763500000003, 252.96763500000003, 252.54119999999998, 252.54119999999998, 248.97064500000002, 248.97064500000002, 247.35191999999998, 247.35191999999998, 245.297145, 245.297145, 243.075855, 243.075855, 239.22115499999998, 239.22115499999998, 239.712975, 245.297145, 242.99889000000002, 242.99889000000002, 241.35930000000002, 241.35930000000002, 240.08335499999998]","[-37.043304, -37.103821, -37.103821, -37.295811, -37.295811, -38.635308, -38.635308, -39.029983, -39.029983, -40.126997, -40.126997, -42.997824, -42.997824, -43.239189, -43.239189, -42.361313, -42.361313, -38.04738, -38.04738, -34.293232, -34.293232, -28.216016, -28.216016, -26.432002, -26.432002, -25.592796, -25.592796, -27.926372, -27.926372, -29.214073, -29.214073, -26.114105, -25.592796, -19.460708, -19.460708, -19.805453, -19.805453, -22.62171]"
cat's eyes,"[262.69097999999997, 263.402175]","[-37.295811, -37.103821]"
claws,"[240.08335499999998, 241.35930000000002, 241.35930000000002, 242.99889000000002, 242.99889000000002, 245.297145, 245.297145, 243.075855, 243.075855, 239.22115499999998, 239.22115499999998, 239.712975]","[-22.62171, -19.805453, -19.805453, -19.460708, -19.460708, -25.592796, -25.592796, -27.926372, -27.926372, -29.214073, -29.214073, -26.114105]"
tail,"[253.64596500000002, 258.03828, 258.03828, 264.3297, 264.3297, 266.89617000000004, 266.89617000000004, 265.62198, 265.62198, 264.13681499999996]","[-42.361313, -43.239189, -43.239189, -42.997824, -42.997824, -40.126997, -40.126997, -39.029983, -39.029983, -38.635308]"
Aquila,"[298.828305, 297.69582, 297.69582, 296.56491000000005, 296.56491000000005, 293.522295, 293.522295, 291.37458, 291.37458, 298.118205, 302.826195, 298.118205, 291.37458, 286.352535, 286.352535, 284.905665, 291.37458, 286.56225, 286.56225, 285.42012]","[6.406763, 8.868322, 8.868322, 10.613261, 10.613261, 7.378941, 7.378941, 3.114775, 3.114775, 1.005661, -0.821461, 1.005661, 3.114775, 13.863478, 13.863478, 15.068298, 3.114775, -4.882554, -4.882554, -5.739115]"
head,"[293.522295, 296.56491000000005, 296.56491000000005, 297.69582, 297.69582, 298.828305]","[7.378941, 10.613261, 10.613261, 8.868322, 8.868322, 6.406763]"
wing,"[291.37458, 286.352535, 286.352535, 284.905665]","[3.114775, 13.863478, 13.863478, 15.068298]"
wing,"[291.37458, 298.118205, 298.118205, 302.826195]","[3.114775, 1.005661, 1.005661, -0.821461]"
tail,"[291.37458, 286.56225, 286.56225, 285.42012]","[3.114775, -4.882554, -4.882554, -5.739115]"
Sagittarius,"[271.452045, 275.24850000000004, 275.24850000000004, 276.04302, 276.04302, 274.406895, 274.406895, 271.452045, 271.452045, 273.44088, 273.44088, 276.992685, 276.992685, 275.24850000000004, 275.24850000000004, 281.4141, 281.4141, 283.81635, 283.81635, 287.440965, 287.440965, 290.418165, 290.418165, 290.431755, 287.440965, 284.432505, 284.432505, 283.81635, 283.81635, 286.73505, 286.73505, 285.65297999999996, 285.65297999999996, 281.4141, 286.73505, 299.934075, 299.934075, 298.81539000000004, 290.65954500000004, 290.971545, 290.971545, 299.934075, 290.971545, 285.65297999999996]","[-30.424091, -29.828103, -29.828103, -34.384616, -34.384616, -36.761686, -36.761686, -30.424091, -30.424091, -21.058834, -21.058834, -25.4217, -25.4217, -29.828103, -29.828103, -26.990778, -26.990778, -26.296722, -26.296722, -21.023615, -21.023615, -17.847197, -17.847197, -15.955018, -21.023615, -21.106654, -21.106654, -26.296722, -26.296722, -27.670423, -27.670423, -29.880105, -29.880105, -26.990778, -27.670423, -35.276305, -35.276305, -41.868288, -44.458965, -40.61594, -40.61594, -35.276305, -40.61594, -29.880105]"
head,"[283.81635, 287.440965, 287.440965, 284.432505, 284.432505, 283.81635]","[-26.296722, -21.023615, -21.023615, -21.106654, -21.106654, -26.296722]"
body,"[283.81635, 281.4141, 281.4141, 285.65297999999996, 285.65297999999996, 286.73505, 286.73505, 283.81635]","[-26.296722, -26.990778, -26.990778, -29.880105, -29.880105, -27.670423, -27.670423, -26.296722]"
skirt,"[285.65297999999996, 290.971545, 290.971545, 299.934075, 299.934075, 286.73505, 286.73505, 285.65297999999996]","[-29.880105, -40.61594, -40.61594, -35.276305, -35.276305, -27.670423, -27.670423, -29.880105]"
the bow,"[275.24850000000004, 276.992685, 276.992685, 273.44088, 273.44088, 271.452045, 271.452045, 274.406895, 274.406895, 276.04302, 276.04302, 275.24850000000004]","[-29.828103, -25.4217, -25.4217, -21.058834, -21.058834, -30.424091, -30.424091, -36.761686, -36.761686, -34.384616, -34.384616, -29.828103]"
Sagitta,"[299.689275, 296.846925, 296.846925, 295.26225, 296.846925, 295.024125]","[19.492148, 18.534286, 18.534286, 17.476041, 18.534286, 18.01389]"
Delphinus,"[308.303205, 309.782415, 308.303205, 309.454665, 309.782415, 309.454665, 309.454665, 309.68327999999997, 309.68327999999997, 310.864725, 310.864725, 311.6646, 311.6646, 309.909525, 309.909525, 309.38724, 309.38724, 308.48767499999997, 308.48767499999997, 309.454665]","[11.303263, 10.086203, 11.303263, 11.377676, 10.086203, 11.377676, 11.377676, 13.315125, 13.315125, 15.074581, 15.074581, 16.124296, 16.124296, 15.912072, 15.912072, 14.595087, 14.595087, 13.027255, 13.027255, 11.377676]"
Corona Australis,"[284.16873, 284.680815, 284.680815, 286.60456500000004, 286.60456500000004, 287.368035, 287.368035, 287.50731, 287.50731, 287.08734, 287.08734, 285.77860499999997, 285.77860499999997, 284.07066000000003]","[-37.343241, -37.107357, -37.107357, -37.063437, -37.063437, -37.904474, -37.904474, -39.340796, -39.340796, -40.496703, -40.496703, -42.095105, -42.095105, -42.710676]"
Scutum,"[281.79363, 280.568445, 280.568445, 277.29939, 277.29939, 278.80177499999996, 278.80177499999996, 281.79363]","[-4.747867, -9.052549, -9.052549, -14.565813, -14.565813, -8.244073, -8.244073, -4.747867]"
Capricornus,"[304.51356, 305.25280499999997, 305.25280499999997, 316.48677000000004, 316.48677000000004, 320.56164, 320.56164, 325.022715, 325.022715, 326.760165, 320.56164, 322.180815, 322.180815, 321.66677999999996, 321.66677999999996, 316.48677000000004, 316.48677000000004, 316.101255, 316.101255, 316.78195500000004, 316.101255, 307.21506, 305.25280499999997, 307.21506, 307.21506, 311.5239, 311.5239, 312.95538]","[-12.544852, -14.781367, -14.781367, -17.232861, -17.232861, -16.834542, -16.834542, -16.662308, -16.662308, -16.127286, -16.834542, -21.80718, -21.80718, -22.411332, -22.411332, -17.232861, -17.232861, -19.854991, -19.854991, -25.005853, -19.854991, -17.813687, -14.781367, -17.813687, -17.813687, -25.270898, -25.270898, -26.919133]"
Aquarius,"[311.91897, 313.163475, 313.163475, 317.39853, 317.39853, 322.88973, 322.88973, 331.60929, 322.88973, 331.445985, 331.445985, 335.41407000000004, 335.41407000000004, 338.83908, 338.83908, 336.31926, 336.31926, 331.445985, 331.445985, 334.20847499999996, 334.20847499999996, 343.15364999999997, 343.15364999999997, 348.972885, 348.972885, 348.58066499999995, 348.58066499999995, 343.15364999999997, 343.15364999999997, 342.39792, 342.39792, 343.662555, 343.662555, 348.972885, 348.972885, 347.361645, 347.361645, 347.478735, 347.478735, 346.670175, 348.972885, 350.74263, 350.74263, 351.51162, 351.51162, 353.31927]","[-9.495776, -8.983318, -8.983318, -11.371693, -11.371693, -5.571172, -5.571172, -13.869679, -5.571172, -0.319851, -0.319851, -1.387331, -1.387331, -0.117498, -0.117498, 1.377401, 1.377401, -0.319851, -0.319851, -7.78329, -7.78329, -7.579599, -7.579599, -9.087737, -9.087737, -6.049003, -6.049003, -7.579599, -7.579599, -13.592632, -13.592632, -15.82082, -15.82082, -9.087737, -9.087737, -21.17241, -21.17241, -22.457611, -22.457611, -23.743115, -9.087737, -20.10058, -20.10058, -20.642014, -20.642014, -20.914504]"
head,"[331.445985, 335.41407000000004, 335.41407000000004, 338.83908, 338.83908, 336.31926, 336.31926, 331.445985]","[-0.319851, -1.387331, -1.387331, -0.117498, -0.117498, 1.377401, 1.377401, -0.319851]"
arm,"[331.445985, 334.20847499999996, 334.20847499999996, 343.15364999999997]","[-0.319851, -7.78329, -7.78329, -7.579599]"
vessel,"[348.972885, 348.58066499999995, 348.58066499999995, 343.15364999999997, 343.15364999999997, 342.39792, 342.39792, 343.662555, 343.662555, 348.972885, 348.972885, 343.15364999999997]","[-9.087737, -6.049003, -6.049003, -7.579599, -7.579599, -13.592632, -13.592632, -15.82082, -15.82082, -9.087737, -9.087737, -7.579599]"
Equuleus,"[318.955965, 318.62005500000004, 318.62005500000004, 317.58541499999995]","[5.247845, 10.006981, 10.006981, 10.131579]"
Piscis Austrinus,"[344.41256999999996, 340.16391, 340.16391, 332.09583, 332.09583, 326.236695, 326.236695, 326.93397, 326.93397, 332.09583, 332.09583, 337.87635, 337.87635, 343.131405, 343.131405, 343.98708, 343.98708, 344.41256999999996]","[-29.622236, -27.043617, -27.043617, -32.988468, -32.988468, -33.025781, -33.025781, -30.898304, -30.898304, -32.988468, -32.988468, -32.346073, -32.346073, -32.875504, -32.875504, -32.539628, -32.539628, -29.622236]"
Grus,"[346.71975000000003, 337.317375, 337.317375, 332.058135, 332.058135, 340.666725, 340.666725, 347.5896, 347.5896, 346.71975000000003, 340.666725, 345.220155, 340.666725, 342.13858500000003, 332.058135, 331.52871, 331.52871, 328.48212]","[-43.520358, -43.495565, -43.495565, -46.960975, -46.960975, -46.884577, -46.884577, -45.246711, -45.246711, -43.520358, -46.884577, -52.754137, -46.884577, -51.316864, -46.960975, -39.543353, -39.543353, -37.364852]"
Phoenix,"[17.096130000000002, 16.521105, 16.521105, 10.33149, 10.33149, 6.55074, 10.33149, 17.096130000000002, 16.521105, 22.812765, 22.812765, 28.41153, 28.41153, 16.521105, 16.521105, 22.091385, 22.091385, 10.33149, 6.55074, 6.5708400000000005, 6.5708400000000005, 2.35254, 2.35254, 6.55074]","[-55.24576, -46.718414, -46.718414, -46.085007, -46.085007, -43.679829, -46.085007, -55.24576, -46.718414, -49.072702, -49.072702, -46.302669, -46.302669, -46.718414, -46.718414, -43.318234, -43.318234, -46.085007, -43.679829, -42.305981, -42.305981, -45.747426, -45.747426, -43.679829]"
Pisces,"[17.91513, 18.43728, 17.91513, 19.866645000000002, 19.866645000000002, 18.43728, 18.43728, 21.563595, 21.563595, 22.870875, 22.870875, 26.34846, 26.34846, 30.511755, 30.511755, 25.35789, 25.35789, 22.546305, 22.546305, 18.432855, 18.432855, 15.73587, 15.73587, 12.170595, 12.170595, 359.827875, 359.827875, 354.98766, 354.98766, 355.511685, 355.511685, 351.73314, 351.73314, 349.29141, 349.29141, 350.08576500000004, 350.08576500000004, 351.99207, 351.99207, 354.98766]","[30.089638, 24.583713, 30.089638, 27.264059, 27.264059, 24.583713, 24.583713, 19.172346, 19.172346, 15.345823, 15.345823, 9.157736, 9.157736, 2.763759, 2.763759, 5.487613, 5.487613, 6.14382, 6.14382, 7.575354, 7.575354, 7.890135, 7.890135, 7.585079, 7.585079, 6.863321, 6.863321, 5.626292, 5.626292, 1.780041, 1.780041, 1.255608, 1.255608, 3.282289, 3.282289, 5.381307, 5.381307, 6.378992, 6.378992, 5.626292]"
Knot,"[30.511755, 30.511755]","[2.763759, 2.763759]"
Northern Fish,"[18.43728, 19.866645000000002, 19.866645000000002, 17.91513, 17.91513, 18.43728]","[24.583713, 27.264059, 27.264059, 30.089638, 30.089638, 24.583713]"
Western Fish,"[354.98766, 351.99207, 351.99207, 350.08576500000004, 350.08576500000004, 349.29141, 349.29141, 351.73314, 351.73314, 355.511685, 355.511685, 354.98766]","[5.626292, 6.378992, 6.378992, 5.381307, 5.381307, 3.282289, 3.282289, 1.255608, 1.255608, 1.780041, 1.780041, 5.626292]"
Cetus,"[40.82517, 37.039755, 37.039755, 41.235585, 41.235585, 44.92875, 44.92875, 45.56988, 45.56988, 40.82517, 40.82517, 39.87066, 39.87066, 34.83663, 34.83663, 27.86514, 27.86514, 21.00585, 21.00585, 4.856985, 4.856985, 10.89735, 10.89735, 26.017185, 10.89735, 30.001260000000002, 30.001260000000002, 39.87066]","[3.235818, 8.460054, 8.460054, 10.114146, 10.114146, 8.907365, 8.907365, 4.089734, 4.089734, 3.235818, 3.235818, 0.328511, 0.328511, -2.977643, -2.977643, -10.335038, -10.335038, -8.183257, -8.183257, -8.823921, -8.823921, -17.986605, -17.986605, -15.93748, -17.986605, -21.077831, -21.077831, 0.328511]"
tail,"[40.82517, 45.56988, 45.56988, 44.92875, 44.92875, 41.235585, 41.235585, 37.039755, 37.039755, 40.82517]","[3.235818, 4.089734, 4.089734, 8.907365, 8.907365, 10.114146, 10.114146, 8.460054, 8.460054, 3.235818]"
Sculptor,"[14.65149, 14.65149]","[-29.357449, -29.357449]"
Carina,"[122.38314, 119.194695, 119.194695, 125.62853999999999, 125.62853999999999, 139.27257, 139.27257, 154.2708, 154.2708, 156.969735, 156.969735, 158.8971, 158.8971, 163.373385, 163.373385, 167.147475, 163.373385, 160.884585, 160.884585, 158.006145, 158.006145, 160.739235, 160.739235, 153.434415, 153.434415, 138.300615, 138.300615, 95.98792499999999]","[-47.336588, -52.98236, -52.98236, -59.509483, -59.509483, -59.275229, -59.275229, -61.332304, -61.332304, -58.739403, -58.739403, -57.557636, -57.557636, -58.853171, -58.853171, -58.975037, -58.853171, -60.566619, -60.566619, -61.685332, -61.685332, -64.39445, -64.39445, -70.037903, -70.037903, -69.717208, -69.717208, -52.69566]"
figurehead,"[158.006145, 160.884585, 160.884585, 163.373385, 163.373385, 167.147475, 163.373385, 158.8971, 158.8971, 156.969735, 156.969735, 154.2708]","[-61.685332, -60.566619, -60.566619, -58.853171, -58.853171, -58.975037, -58.853171, -57.557636, -57.557636, -58.739403, -58.739403, -61.332304]"
Puppis,"[95.98792499999999, 99.440295, 99.440295, 109.285665, 109.285665, 113.84541, 113.84541, 114.70778999999999, 114.70778999999999, 114.57519, 114.57519, 117.32356499999999, 117.32356499999999, 117.02154, 117.02154, 115.95195, 115.95195, 113.84541, 117.32356499999999, 121.88605500000001, 121.88605500000001, 120.896055, 120.896055, 122.38314]","[-52.69566, -43.195934, -43.195934, -37.09747, -37.09747, -28.369323, -28.369323, -26.803836, -26.803836, -25.364804, -25.364804, -24.859786, -24.859786, -25.937169, -25.937169, -28.954826, -28.954826, -28.369323, -24.859786, -24.304324, -24.304324, -40.003148, -40.003148, -47.336588]"
transom,"[117.32356499999999, 114.57519, 114.57519, 114.70778999999999, 114.70778999999999, 113.84541, 113.84541, 115.95195, 115.95195, 117.02154, 117.02154, 117.32356499999999]","[-24.859786, -25.364804, -25.364804, -26.803836, -26.803836, -28.369323, -28.369323, -28.954826, -28.954826, -25.937169, -25.937169, -24.859786]"
Vela,"[122.38314, 131.175885, 131.175885, 140.52843000000001, 140.52843000000001, 149.21562, 149.21562, 161.69232, 161.69232, 159.32575500000002, 159.32575500000002, 153.684105, 153.684105, 142.67511, 142.67511, 136.99902, 136.99902, 122.38314]","[-47.336588, -54.708821, -54.708821, -55.010668, -55.010668, -54.56779, -54.56779, -49.420255, -49.420255, -48.22562, -48.22562, -42.121942, -42.121942, -40.466769, -40.466769, -43.432589, -43.432589, -47.336588]"
Pyxis,"[120.896055, 130.025595, 130.025595, 130.898085, 130.898085, 132.63306]","[-40.003148, -35.308352, -35.308352, -33.186385, -33.186385, -27.709844]"
Volans,"[115.45506, 107.18682, 107.18682, 121.982595, 121.982595, 115.45506, 121.982595, 109.20762, 121.982595, 126.434265, 126.434265, 135.611655, 135.611655, 121.982595, 124.95410999999999, 121.982595]","[-72.606098, -70.498932, -70.498932, -68.617062, -68.617062, -72.606098, -68.617062, -67.957152, -68.617062, -66.13689, -66.13689, -66.396076, -66.396076, -68.617062, -71.514906, -68.617062]"
wing,"[121.982595, 124.95410999999999]","[-68.617062, -71.514906]"
wing,"[121.982595, 109.20762]","[-68.617062, -67.957152]"
Dorado,"[86.193345, 88.52487, 88.52487, 83.40631499999999, 83.40631499999999, 86.193345, 83.40631499999999, 68.49897, 68.49897, 64.00645499999999, 83.40631499999999, 76.377795, 76.377795, 68.49897]","[-65.735526, -63.089627, -63.089627, -62.489825, -62.489825, -65.735526, -62.489825, -55.044975, -55.044975, -51.486648, -62.489825, -57.472704, -57.472704, -55.044975]"
Columba,"[89.78667, 89.38420500000001, 89.38420500000001, 95.52846, 95.52846, 94.13806500000001, 94.13806500000001, 89.38420500000001, 89.38420500000001, 87.739935, 87.739935, 89.78667, 87.739935, 84.912255, 84.912255, 82.80313500000001]","[-42.815135, -35.28328, -35.28328, -33.4364, -33.4364, -35.140519, -35.140519, -35.28328, -35.28328, -35.768309, -35.768309, -42.815135, -35.768309, -34.074108, -34.074108, -35.470519]"
head,"[87.739935, 84.912255, 84.912255, 82.80313500000001]","[-35.768309, -34.074108, -34.074108, -35.470519]"
tail,"[89.38420500000001, 94.13806500000001, 94.13806500000001, 95.52846, 95.52846, 89.38420500000001]","[-35.28328, -35.140519, -35.140519, -33.4364, -33.4364, -35.28328]"
wing,"[89.38420500000001, 87.739935, 87.739935, 89.78667, 89.78667, 89.38420500000001]","[-35.28328, -35.768309, -35.768309, -42.815135, -42.815135, -35.28328]"
Hydrus,"[6.418740000000001, 56.809425, 56.809425, 39.896985, 39.896985, 35.43747, 35.43747, 28.73358, 28.73358, 29.691765]","[-77.254247, -74.238962, -74.238962, -68.266946, -68.266946, -68.659418, -68.659418, -67.647303, -67.647303, -61.569859]"
