name,ra,dec
Market for Soldiers,"[95.674935, 99.47259, 99.47259, 103.38711, 103.38711, 103.761405, 103.761405, 103.533135, 103.533135, 97.964025, 97.964025, 95.674935]","[-17.955918, -18.237478, -18.237478, -20.224254, -20.224254, -20.404876, -20.404876, -24.184211, -24.184211, -23.418422, -23.418422, -17.955918]"
Chaff,"[261.83863499999995, 261.83863499999995]","[-29.867033, -29.867033]"
Boats and Lake,"[214.93849500000002, 212.680725, 212.680725, 213.52159500000002, 213.52159500000002, 214.81781999999998]","[16.306948, 15.290755, 15.290755, 12.959444, 12.959444, 13.004299]"
Peafowl,"[266.433315, 272.145, 272.145, 277.84344, 277.84344, 283.05431999999996, 283.05431999999996, 284.23765499999996, 284.23765499999996, 302.17735500000003, 302.17735500000003, 311.23970999999995, 311.23970999999995, 280.7589, 280.7589, 300.147675, 300.147675, 321.61057500000004, 321.61057500000004, 306.411885]","[-64.723871, -63.668553, -63.668553, -62.278302, -62.278302, -62.187593, -62.187593, -67.233495, -67.233495, -66.182068, -66.182068, -66.203212, -66.203212, -71.428113, -71.428113, -72.910504, -72.910504, -65.366198, -65.366198, -56.73509]"
Crying,"[328.32402, 332.65617000000003]","[-13.551768, -11.564939]"
Arsenal,"[208.885005, 218.87679, 218.87679, 211.670925, 211.670925, 207.36136499999998, 207.36136499999998, 202.761075, 202.761075, 196.56963, 196.56963, 190.379565, 190.379565, 189.42591, 189.42591, 186.08919, 186.08919, 187.009965]","[-47.288375, -42.157824, -42.157824, -36.369954, -36.369954, -34.450776, -34.450776, -39.407307, -39.407307, -48.463289, -48.463289, -48.959888, -48.959888, -48.541304, -48.541304, -47.372937, -47.372937, -50.230635]"
Captain of the Bodyguards,"[192.92467499999998, 192.92467499999998]","[27.540712, 27.540712]"
Officers of the Imperial Guard,"[186.73449, 186.60027, 186.60027, 186.747075, 186.747075, 187.227945, 187.227945, 186.07719, 186.07719, 185.626305, 185.626305, 187.75234500000002, 187.75234500000002, 187.362675, 187.362675, 184.08558000000002, 184.08558000000002, 188.712855, 188.712855, 189.780465, 189.780465, 187.43016, 187.43016, 183.038715, 183.038715, 181.069155]","[28.268423, 27.268237, 27.268237, 26.825699, 26.825699, 25.912852, 25.912852, 26.098606, 26.098606, 25.84616, 25.84616, 24.567168, 24.567168, 24.108925, 24.108925, 23.945409, 23.945409, 22.629259, 22.629259, 21.062559, 21.062559, 20.896109, 20.896109, 20.542064, 20.542064, 21.459153]"
Old Man,"[95.98792499999999, 95.98792499999999]","[-52.69566, -52.69566]"
Thunder and Lightning,"[352.288725, 350.76903000000004, 350.76903000000004, 346.751085, 346.751085, 343.100295, 343.100295, 341.67324, 341.67324, 340.365495]","[12.760554, 12.31391, 12.31391, 9.409492, 9.409492, 9.835664, 9.835664, 12.172888, 12.172888, 10.831364]"
Line of Ramparts,"[0.45603, 359.66824499999996, 359.66824499999996, 0.49008, 0.49008, 1.33392, 1.33392, 0.45603, 359.66824499999996, 348.58066499999995, 348.58066499999995, 343.15364999999997, 343.15364999999997, 337.66173, 337.66173, 331.60929, 331.60929, 326.760165, 326.760165, 325.022715, 325.022715, 324.27012, 324.27012, 325.66459499999996, 325.66459499999996, 326.760165]","[-3.027504, -3.555983, -3.555983, -6.014072, -6.014072, -5.707618, -5.707618, -3.027504, -3.555983, -6.049003, -6.049003, -7.579599, -7.579599, -10.67795, -10.67795, -13.869679, -13.869679, -16.127286, -16.127286, -16.662308, -16.662308, -19.466011, -19.466011, -18.866323, -18.866323, -16.127286]"
Resting Palace (Vassal of Encampment),"[341.632815, 342.500775, 340.439205, 340.75056, 350.15934, 351.344895, 345.943515, 342.500775, 345.943515, 340.75056, 345.943515, 350.15934]","[23.565654, 24.601579, 29.307641, 30.221245, 23.740337, 23.404101, 28.082789, 24.601579, 28.082789, 30.221245, 28.082789, 23.740337]"
Jade Ornament on Ladies' Wear,"[319.48449, 322.26558]","[-32.172539, -31.238559]"
Pearls on Ladies' Wear,"[309.85371, 309.58450500000004, 309.58450500000004, 309.1818, 309.1818, 307.412505]","[0.486445, -1.105121, -1.105121, -2.549957, -2.549957, -2.885531]"
Whetstone,"[61.751925, 62.707755, 62.707755, 65.645595, 65.645595, 65.08840500000001]","[29.001299, 26.480952, 26.480952, 25.629314, 25.629314, 27.350754]"
Jewel Market,"[245.51812500000003, 247.72843500000002]","[1.029039, 1.983923]"
Astronomical Observatory,"[166.254285, 165.18667499999998, 165.18667499999998, 165.140205]","[7.336007, 6.101449, 6.101449, 3.617494]"
Six Jia,"[101.56005, 105.016215, 105.016215, 121.19651999999999, 121.19651999999999, 112.768665, 112.768665, 75.086325, 75.086325, 80.64054]","[79.564811, 76.977408, 76.977408, 79.479612, 79.479612, 82.411466, 82.411466, 81.194088, 81.194088, 79.231149]"
Network of Dykes,"[309.817995, 310.012275, 310.012275, 311.541615]","[-14.95476, -18.138659, -18.138659, -21.514032]"
Horse's Abdomen,"[210.955935, 200.201415]","[-60.373039, -55.800688]"
Horse's Tail,"[186.63236999999998, 182.91303000000002, 182.91303000000002, 182.08965]","[-51.450635, -52.36846, -52.36846, -50.722425]"
Bee,"[191.57019, 189.29608499999998, 191.57019, 188.11701, 191.57019, 195.566385]","[-68.108119, -69.135564, -68.108119, -72.132988, -68.108119, -71.548855]"
The Hall of Glory,"[171.98433, 174.23721, 174.23721, 172.57872]","[2.856265, -0.823749, -0.823749, -3.003501]"
Southern Boat,"[154.2708, 158.006145, 158.006145, 160.739235, 160.739235, 153.434415, 153.434415, 138.300615]","[-61.332304, -61.685332, -61.685332, -64.39445, -64.39445, -70.037903, -70.037903, -69.717208]"
South River,"[111.412065, 111.78768, 111.78768, 114.825495]","[9.276097, 8.289315, 8.289315, 5.224993]"
Dongou,[],[]
Southern Gate,"[204.97194000000002, 219.911475]","[-53.466394, -60.833976]"
Inner Kitchen,"[191.89309500000002, 193.86897]","[66.790304, 65.438474]"
Inner Steps,"[127.56646500000001, 138.58561500000002, 138.58561500000002, 134.156115, 142.881795, 133.344015, 133.344015, 138.95748]","[60.718169, 61.423318, 61.423318, 64.603831, 63.061861, 61.962268, 61.962268, 56.741406]"
High Judge,"[153.77643, 151.857315, 151.857315, 145.678095, 145.678095, 149.130615]","[31.468066, 35.244693, 35.244693, 35.093371, 35.093371, 32.384659]"
Inner Screen,"[176.320995, 176.46483, 176.46483, 180.21829499999998, 180.21829499999998, 181.302255]","[8.258119, 6.529376, 6.529376, 6.614322, 6.614322, 8.732985]"
Imperial Passageway,"[283.833735, 288.43953, 288.43953, 289.09206, 289.09206, 291.53801999999996, 291.53801999999996, 296.606655]","[43.946088, 39.145968, 39.145968, 38.133731, 38.133731, 36.317896, 36.317896, 33.727598]"
Bird's Beak,"[334.625565, 336.832965, 336.832965, 359.33261999999996, 359.33261999999996, 7.885875, 7.885875, 10.618034999999999, 10.618034999999999, 5.01213, 5.01213, 359.97891]","[-60.259587, -64.966354, -64.966354, -62.956584, -62.956584, -62.958218, -62.958218, -65.46803, -65.46803, -64.874791, -64.874791, -65.577132]"
Peasant,"[281.08066499999995, 281.08066499999995]","[-35.641987, -35.641987]"
Woman's Bed,"[258.76182, 259.417755, 259.417755, 260.92062000000004]","[36.809162, 37.291498, 37.291498, 37.145946]"
Female Protocol,"[268.79643, 268.79643]","[72.005127, 72.005127]"
Thunderbolt,"[345.969225, 349.29141, 349.29141, 351.99207, 351.99207, 354.98766, 354.98766, 359.827875]","[3.820045, 3.282289, 3.282289, 6.378992, 6.378992, 5.626292, 5.626292, 6.863321]"
Judging,"[199.730385, 211.592895]","[-23.171512, -26.682361]"
Flat Road,"[197.48746500000001, 205.40323500000002]","[-5.53901, -8.702984]"
Screen,"[78.23292, 76.36527]","[-16.205468, -22.371032]"
Seven Excellencies,"[249.68690999999998, 244.935165, 244.935165, 242.19243, 242.19243, 238.168545, 238.168545, 232.73232, 232.73232, 231.122715, 231.122715, 228.87564]","[48.928342, 46.313366, 46.313366, 44.934906, 44.934906, 42.451518, 42.451518, 40.833047, 40.833047, 37.377167, 37.377167, 33.314833]"
House for Musical Instruments,[],[]
Imperial Guards,"[233.785215, 230.343015, 230.343015, 224.79037499999998, 224.79037499999998, 224.63305499999998, 224.63305499999998, 227.21091, 227.21091, 230.67031500000002, 230.67031500000002, 229.633455, 229.633455, 226.27954499999998, 226.27954499999998, 222.909615, 222.909615, 220.482345]","[-41.166757, -40.647518, -40.647518, -42.104194, -42.104194, -43.13396, -43.13396, -45.279857, -45.279857, -44.689622, -44.689622, -47.875272, -47.875272, -47.051245, -47.051245, -43.575359, -43.575359, -47.3882]"
Chariots and Cavalry General,"[227.98377000000002, 227.98377000000002]","[-48.737819, -48.737819]"
Weeping,"[335.049645, 334.20847499999996]","[-7.821102, -7.78329]"
Celestial Cereals,[],[]
Green Hill,"[178.227195, 178.91720999999998, 178.91720999999998, 173.06835, 173.06835, 173.22555, 173.22555, 173.25057, 173.25057, 173.62317, 173.62317, 175.053315]","[-33.908124, -28.477103, -28.477103, -29.261022, -29.261022, -31.087226, -31.087226, -31.857625, -31.857625, -32.83134, -32.83134, -34.74466]"
Palace Gate,"[107.848395, 101.9652]","[-0.301928, 2.412159]"
Humans,"[322.487055, 320.52165, 320.52165, 326.1279, 326.1279, 326.518185]","[23.638838, 19.804508, 19.804508, 17.350017, 17.350017, 22.94888]"
Solar Star,"[235.48666500000002, 235.48666500000002]","[-19.678828, -19.678828]"
Three Excellencies (In Supreme Palace Enclosure),"[190.487985, 191.96420999999998]","[6.806617, 3.572716]"
Three Excellencies (In Purple Forbidden Enclosure),"[203.61374999999998, 199.56051]","[49.015973, 49.682062]"
Triangle,"[229.72771500000002, 238.786245, 238.786245, 252.166155, 252.166155, 229.72771500000002]","[-68.679545, -63.430727, -63.430727, -69.027715, -69.027715, -68.679545]"
Three Top Instructors,"[135.6363, 137.098005]","[67.629619, 66.873235]"
Three Steps,"[134.80241999999998, 135.906405, 135.906405, 154.27428, 154.27428, 155.582325, 155.582325, 169.619745, 169.619745, 169.54676999999998]","[48.041826, 47.156525, 47.156525, 42.914365, 42.914365, 41.499516, 41.499516, 33.094306, 33.094306, 31.528783]"
Royal Secretary,"[262.991175, 246.996, 262.991175, 250.22967, 262.991175, 245.45304, 262.991175, 254.00625]","[68.135024, 68.768137, 68.135024, 64.589046, 68.135024, 69.109391, 68.135024, 65.134796]"
Junior Officers,"[166.7703, 163.90335, 163.90335, 160.85399999999998, 160.85399999999998, 161.60226]","[25.537127, 24.749718, 24.749718, 23.188404, 23.188404, 18.891523]"
Snake's Abdomen,"[41.38572, 39.896985, 39.896985, 35.43747, 35.43747, 28.73358]","[-67.616617, -68.266946, -68.266946, -68.659418, -68.659418, -67.647303]"
Snake's Head,"[29.691765, 56.048895]","[-61.569859, -64.806903]"
Snake's Tail,"[6.418740000000001, 334.46113499999996, 334.46113499999996, 325.368795, 325.368795, 316.179315]","[-77.254247, -77.511553, -77.511553, -77.390046, -77.390046, -77.023767]"
Changing Room (Vassal of Tail),"[253.50765, 253.50765]","[-41.806389, -41.806389]"
Twelve States,"[316.101255, 315.215685, 316.48677000000004, 319.48869, 320.56164, 323.729055, 317.31428999999997, 317.387475]","[-19.854991, -17.530898, -17.232861, -17.985138, -16.834542, -20.252718, -20.193172, -20.556661]"
Cross,"[187.791435, 186.649665, 191.930385, 183.786405]","[-57.113212, -63.099092, -59.688764, -58.748928]"
Excrement,"[86.499555, 86.499555]","[-32.306435, -32.306435]"
Municipal Office,"[264.46130999999997, 265.353645, 270.77050499999996, 260.20692, 261.75895499999996, 265.94592]","[-8.118771, -12.875307, -8.180349, -12.846875, -12.512488, -7.079608]"
Eunuch,"[158.378805, 157.964055, 157.964055, 161.46624, 161.46624, 163.32789]","[34.988695, 32.379554, 32.379554, 30.682313, 30.682313, 34.214871]"
Official for Irrigation,"[91.893015, 92.984985, 92.984985, 93.85470000000001, 93.85470000000001, 93.01366499999999]","[14.768472, 14.208765, 14.208765, 16.143175, 16.143175, 16.130406]"
Crooked Running Water,"[24.42834, 17.096130000000002, 17.096130000000002, 10.838505]","[-57.236757, -55.24576, -55.24576, -57.46306]"
Water Level,"[112.44909, 116.567505, 116.567505, 121.26870000000001, 121.26870000000001, 123.053025]","[12.006564, 10.768252, 10.768252, 13.118215, 13.118215, 17.647771]"
Deified Judge of Right and Wrong,"[317.58541499999995, 318.62005500000004]","[10.131579, 10.006981]"
Deity in Charge of Monsters,"[89.498565, 91.03006500000001, 91.03006500000001, 90.979935, 90.979935, 88.59579000000001]","[25.953912, 23.263341, 23.263341, 20.138452, 20.138452, 20.276174]"
Deified Judge of Rank,"[326.80818, 324.8886]","[2.686124, 2.243558]"
Deified Judge of Life,"[324.88137, 325.542135]","[-0.05111, 1.285253]"
Deified Judge of Disaster and Good Fortune,"[320.723385, 320.2701]","[6.81114, 7.354503]"
Four Channels,"[105.90864, 101.83263, 101.83263, 98.22594000000001, 98.22594000000001, 95.942025]","[10.951817, 8.037254, 8.037254, 7.332965, 7.332965, 4.592865]"
Four Advisors,"[181.11874500000002, 157.77072, 157.77072, 157.425555]","[85.587132, 82.558587, 82.558587, 84.252009]"
Grandson,"[94.13806500000001, 91.88179500000001]","[-35.140519, -37.25292]"
Guard of the Sun,"[176.512725, 176.512725]","[47.779406, 47.779406]"
First Great One,"[205.37437500000001, 205.37437500000001]","[64.822411, 64.822411]"
Crown Prince,"[176.99643, 176.99643]","[20.218931, 20.218931]"
Royals,"[167.41593, 167.41593]","[44.498487, 44.498487]"
Flying Serpent,"[337.822725, 336.12913499999996, 336.12913499999996, 326.69836499999997, 326.69836499999997, 325.523595, 325.523595, 319.258485, 319.258485, 324.740085, 324.740085, 328.72149, 328.72149, 333.75816000000003, 333.75816000000003, 335.890125, 335.890125, 359.75223, 359.75223, 358.59596999999997, 358.59596999999997, 356.76426, 356.76426, 352.50804, 352.50804, 339.343485, 339.343485, 346.04553, 346.04553, 348.1374, 348.1374, 349.43598000000003, 349.43598000000003, 354.39083999999997, 354.39083999999997, 356.50851, 356.50851, 355.102035, 355.102035, 354.53415]","[50.282491, 49.476392, 49.476392, 49.30957, 49.30957, 51.189622, 51.189622, 53.997693, 53.997693, 57.489037, 57.489037, 56.611227, 56.611227, 57.043587, 57.043587, 52.229046, 52.229046, 55.754928, 55.754928, 57.499382, 57.499382, 58.651989, 58.651989, 58.54892, 58.54892, 51.545123, 51.545123, 50.052091, 50.052091, 49.406207, 49.406207, 49.0153, 49.0153, 46.458152, 46.458152, 46.420276, 46.420276, 44.333932, 44.333932, 43.268073]"
Celestial Concave,"[50.549549999999996, 50.549549999999996]","[27.607553, 27.607553]"
Celestial Flail,"[268.38201, 263.066505, 263.066505, 262.608195, 262.608195, 269.151555, 269.151555, 264.86620500000004]","[56.872643, 55.172958, 55.172958, 52.301387, 52.301387, 51.488895, 51.488895, 46.006332]"
Market Officer,"[278.80177499999996, 280.568445, 280.568445, 280.88022, 280.88022, 281.79363, 281.79363, 284.265285, 284.265285, 285.42012, 285.42012, 286.56225, 286.56225, 286.240305, 286.240305, 285.72708]","[-8.244073, -9.052549, -9.052549, -8.275215, -8.275215, -4.747867, -4.747867, -5.846314, -5.846314, -5.739115, -5.739115, -4.882554, -4.882554, -4.03142, -4.03142, -3.698987]"
Square Celestial Granary,"[4.856985, 17.147460000000002, 17.147460000000002, 21.00585, 21.00585, 27.86514, 27.86514, 26.017185, 26.017185, 29.942490000000003]","[-8.823921, -10.182264, -10.182264, -8.183257, -8.183257, -10.335038, -10.335038, -15.93748, -15.93748, -20.824539]"
Celestial Slander,"[57.38622, 57.38622]","[33.091382, 33.091382]"
Celestial Kitchen,"[288.138375, 293.08723499999996, 293.08723499999996, 297.04275, 297.04275, 300.70439999999996, 300.70439999999996, 300.36891, 300.36891, 290.167005]","[67.661541, 69.661175, 69.661175, 70.26793, 70.26793, 67.873565, 67.873565, 64.820974, 64.820974, 65.714531]"
Celestial Boat,"[42.674175, 46.19913, 46.19913, 51.08067, 51.08067, 54.122385, 54.122385, 55.73124, 55.73124, 62.165355000000005, 62.165355000000005, 63.724425, 63.724425, 64.80508499999999, 64.80508499999999, 64.17957]","[55.895496, 53.50644, 53.50644, 49.86118, 49.86118, 48.192634, 48.192634, 47.787551, 47.787551, 47.712513, 47.712513, 48.409331, 48.409331, 50.048695, 50.048695, 53.611799]"
Celestial Bed,"[213.01683, 228.65889, 228.65889, 236.66658, 243.105705, 224.396145, 224.396145, 221.46312]","[69.432548, 67.346722, 67.346722, 62.599557, 67.144176, 65.93246, 65.93246, 71.966155]"
Great General of Heaven,"[30.97476, 25.915125, 25.915125, 24.498075, 24.498075, 22.525425, 22.525425, 24.837525, 24.837525, 24.199485, 24.199485, 25.145055, 25.145055, 29.038905, 29.038905, 32.38587, 32.38587, 34.328595, 34.328595, 34.262865, 34.262865, 30.97476]","[42.329725, 50.688732, 50.688732, 48.628213, 48.628213, 47.007274, 47.007274, 44.386165, 44.386165, 41.405459, 41.405459, 40.577049, 40.577049, 37.25183, 37.25183, 34.987297, 34.987297, 33.847194, 33.847194, 34.224231, 34.224231, 42.329725]"
Celestial Drumstick,"[302.826195, 301.09647, 301.09647, 298.68666, 298.68666, 298.118205]","[-0.821461, -0.709309, -0.709309, 0.273627, 0.273627, 1.005661]"
Celestial Spokes,"[234.25605, 234.66405]","[-28.135079, -29.777754]"
Materials for Making Tents,"[343.98708, 343.98708]","[-32.539628, -32.539628]"
Celestial High Terrace,"[75.77394, 72.843585, 72.843585, 77.21013, 77.21013, 79.81917, 79.81917, 75.77394]","[21.589962, 18.839861, 18.839861, 19.85986, 19.85986, 22.096494, 22.096494, 21.589962]"
Celestial Hook,"[310.79583, 303.54427499999997, 303.54427499999997, 307.395225, 307.395225, 311.322165, 311.322165, 319.64445, 319.64445, 330.947025, 330.947025, 336.77212499999996, 336.77212499999996, 342.4203, 342.4203, 349.656]","[66.657447, 64.765259, 64.765259, 62.994105, 62.994105, 61.838782, 61.838782, 62.585573, 62.585573, 64.627971, 64.627971, 65.13227, 65.13227, 66.200408, 66.200408, 68.111445]"
Celestial Dog,"[129.410985, 131.099805, 131.099805, 133.200075, 133.200075, 130.025595, 130.025595, 130.898085, 130.898085, 132.63306, 132.63306, 133.88151]","[-42.989081, -42.649276, -42.649276, -38.724086, -38.724086, -35.308352, -35.308352, -33.186385, -33.186385, -27.709844, -27.709844, -27.681871]"
Celestial Pass,"[84.41119499999999, 84.41119499999999]","[21.142549, 21.142549]"
Great Emperor of Heaven,"[333.29251500000004, 333.29251500000004]","[86.107955, 86.107955]"
Celestial Pier,"[80.003835, 81.91203, 80.003835, 81.163095, 80.003835, 78.35716500000001, 80.003835, 78.851655]","[33.958054, 34.475892, 33.958054, 37.385346, 33.958054, 38.484498, 33.958054, 32.6876]"
Celestial Pigsty,"[13.573305, 14.006205, 14.006205, 11.369535, 11.369535, 11.047500000000001]","[-8.740662, -11.266526, -11.266526, -12.88081, -12.88081, -10.60955]"
Celestial Cock,"[295.62972, 296.590605]","[-16.123996, -19.761113]"
Judge for Estimating the Age of Animals,"[136.99902, 136.99902]","[-43.432589, -43.432589]"
Celestial Discipline,"[245.52430499999997, 250.32169500000003, 250.32169500000003, 255.07240499999997, 255.07240499999997, 255.401505, 255.401505, 255.87588000000002, 255.87588000000002, 259.331535, 259.331535, 264.15309, 264.15309, 269.06325000000004]","[30.891996, 31.602726, 31.602726, 30.926405, 30.926405, 33.56827, 33.56827, 35.414049, 35.414049, 33.1001, 33.1001, 30.785179, 30.785179, 37.250539]"
Celestial River,"[258.55936499999996, 258.83754, 258.83754, 260.502405, 260.502405, 261.59256]","[-26.984418, -26.602829, -26.602829, -24.999545, -24.999545, -24.175309]"
Celestial Street,"[66.35421, 64.31526]","[22.199998, 20.578591]"
Celestial Tally,"[66.651555, 68.46214499999999, 66.651555, 64.990425, 64.990425, 67.209015, 67.209015, 69.539415, 69.539415, 70.01424, 70.01424, 68.913585, 68.913585, 65.965935]","[14.713782, 14.844424, 14.713782, 14.035201, 14.035201, 13.047602, 13.047602, 12.510838, 12.510838, 12.197609, 12.197609, 10.16079, 10.16079, 9.460968]"
Celestial Ford,"[318.234105, 319.47948, 319.47948, 318.69775500000003, 318.69775500000003, 314.293395, 314.293395, 310.35798, 310.35798, 303.3252, 303.3252, 296.24361, 296.24361, 305.557095, 305.557095, 311.55267000000003, 311.55267000000003, 318.234105]","[30.226916, 34.896898, 34.896898, 38.045317, 38.045317, 41.167136, 41.167136, 45.280338, 45.280338, 46.815675, 46.815675, 45.13081, 45.13081, 40.256679, 40.256679, 33.970256, 33.970256, 30.226916]"
Celestial Stable,"[4.272945, 5.280255, 5.280255, 4.581945]","[38.681636, 37.968603, 37.968603, 36.785224]"
Celestial Wolf,"[101.287215, 101.287215]","[-16.716116, -16.716116]"
Celestial Prison,"[163.49471999999997, 172.26721500000002, 164.8668, 172.62976500000002, 165.210135, 170.70663000000002]","[43.189956, 39.336974, 40.430257, 43.173242, 39.212092, 43.482703]"
Celestial Ramparts,"[324.43795500000004, 326.251065, 326.251065, 326.56779, 326.56779, 326.63374500000003, 326.63374500000003, 326.67538499999995, 326.67538499999995, 321.04788, 321.04788, 318.93684, 318.93684, 315.284715, 315.284715, 314.978445, 314.978445, 317.39853, 317.39853, 319.07406, 319.07406, 320.734395, 320.734395, 321.304275]","[-7.854201, -9.082428, -9.082428, -9.275935, -9.275935, -11.365954, -11.365954, -11.697845, -11.697845, -12.878108, -12.878108, -15.1715, -15.1715, -13.529992, -13.529992, -13.051632, -13.051632, -11.371693, -11.371693, -9.214656, -9.214656, -9.31933, -9.31933, -9.748552]"
Judge for Nobility,"[169.07918999999998, 171.4881, 171.4881, 178.99338, 178.99338, 179.22189, 179.22189, 169.07918999999998]","[59.943201, 55.850459, 55.850459, 56.59856, 56.59856, 61.549213, 61.549213, 59.943201]"
Celestial Foodstuff,"[52.718235, 52.601955000000004, 52.601955000000004, 51.7923, 51.7923, 51.20331]","[12.936678, 11.336442, 11.336442, 9.73268, 9.73268, 9.02887]"
Celestial Gate,"[198.01476, 201.86319]","[-16.198601, -15.973578]"
Celestial Money,"[331.09932000000003, 326.93397, 326.93397, 326.236695, 326.236695, 332.09583, 332.09583, 332.536395, 332.536395, 331.09932000000003]","[-29.91653, -30.898304, -30.898304, -33.025781, -33.025781, -32.988468, -32.988468, -32.548407, -32.548407, -29.91653]"
Celestial Spear,"[213.36577499999999, 214.041585, 214.041585, 216.299505]","[51.787868, 51.367231, 51.367231, 51.850744]"
Circular Celestial Granary,"[45.56988, 50.27835, 50.27835, 44.92875, 44.92875, 41.235585, 41.235585, 33.249975, 33.249975, 37.039755, 37.039755, 38.968635, 38.968635, 40.82517, 40.82517, 39.87066, 39.87066, 38.03925, 38.03925, 35.55165, 35.55165, 32.899305000000005, 32.899305000000005, 33.19809]","[4.089734, 3.67562, 3.67562, 8.907365, 8.907365, 10.114146, 10.114146, 8.846717, 8.846717, 8.460054, 8.460054, 5.593246, 5.593246, 3.235818, 3.235818, 0.328511, 0.328511, -1.034896, -1.034896, -0.884852, -0.884852, -1.825429, -1.825429, -2.393637]"
Celestial Milk,"[237.40503, 237.40503]","[-3.430208, -3.430208]"
Celestial Earth God's Temple,"[122.38314, 130.15654500000002, 130.15654500000002, 131.175885, 131.175885, 140.52843000000001, 140.52843000000001, 142.805565]","[-47.336588, -46.648744, -46.648744, -54.708821, -54.708821, -55.010668, -55.010668, -57.034377]"
Celestial Farmland (In Horn Mansion),"[210.411645, 203.53305]","[1.544532, 3.658967]"
Celestial Farmland (In Ox Mansion),"[318.322185, 312.95538, 318.322185, 316.78195500000004, 316.78195500000004, 311.5239, 312.95538, 311.5239]","[-27.619333, -26.919133, -27.619333, -25.005853, -25.005853, -25.270898, -26.919133, -25.270898]"
Celestial Premier,"[152.531415, 154.40751]","[-8.40817, -8.068914]"
Celestial Great One,"[207.858075, 207.858075]","[64.723272, 64.723272]"
Celestial Yin Force,"[50.68851, 48.7254, 48.7254, 47.90733, 48.7254, 52.11069]","[20.742069, 21.044441, 21.044441, 19.726677, 21.044441, 22.804006]"
Ricks of Grain,"[31.122660000000003, 38.461275, 38.461275, 42.272535000000005]","[-29.296819, -28.232343, -28.232343, -32.405898]"
Celestial Spring,"[290.80464, 290.65954500000004, 290.65954500000004, 290.971545]","[-44.799778, -44.458965, -44.458965, -40.61594]"
Celestial Orchard,"[22.812765, 28.98846, 28.98846, 34.12731, 34.12731, 36.746325, 36.746325, 39.94989, 39.94989, 44.565345, 44.565345, 55.708619999999996, 55.708619999999996, 57.149445, 57.149445, 57.363555000000005, 57.363555000000005, 64.473555, 64.473555, 66.009195, 66.009195, 68.88768, 68.88768, 68.37734999999999]","[-49.072702, -51.608896, -51.608896, -51.512165, -51.512165, -47.70384, -47.70384, -42.89167, -42.89167, -40.304672, -40.304672, -37.313518, -37.313518, -37.620155, -37.620155, -36.20025, -36.20025, -33.798348, -33.798348, -34.016846, -34.016846, -30.562341, -30.562341, -29.766492]"
Celestial Meadows,"[59.507355, 56.535555, 56.535555, 55.81209, 55.81209, 53.23272, 53.23272, 48.958439999999996, 48.958439999999996, 44.10687, 44.10687, 41.030625, 41.030625, 41.275725, 41.275725, 42.759675, 42.759675, 45.597945, 45.597945, 49.87917, 49.87917, 53.446979999999996, 53.446979999999996, 56.712059999999994, 56.712059999999994, 56.915205, 56.915205, 58.427925, 58.427925, 59.981175]","[-13.508515, -12.101589, -12.101589, -9.763395, -9.763395, -9.458262, -9.458262, -8.81973, -8.81973, -8.898144, -8.898144, -13.858696, -13.858696, -18.572563, -18.572563, -21.004019, -21.004019, -23.624472, -23.624472, -21.757864, -21.757864, -21.632883, -21.632883, -23.249723, -23.249723, -23.874677, -23.874677, -24.61223, -24.61223, -24.016215]"
Celestial Keyhole,"[268.72518, 266.94, 266.94, 265.857495, 265.857495, 264.68688, 264.68688, 263.82707999999997, 263.82707999999997, 262.85397, 262.85397, 262.934895, 262.934895, 266.89011000000005]","[-24.887095, -22.477791, -22.477791, -21.683194, -21.683194, -21.912658, -21.912658, -22.043822, -22.043822, -23.962643, -23.962643, -26.269709, -26.269709, -27.830788]"
Celestial Pillar,"[310.64632500000005, 316.37174999999996, 316.37174999999996, 299.90283, 299.90283, 287.29074, 287.29074, 270.01416]","[82.531158, 78.126392, 78.126392, 76.481392, 76.481392, 76.560502, 76.560502, 80.000841]"
Celestial Wine Cup,"[110.86881, 110.030745, 110.030745, 105.603255]","[25.050531, 21.98232, 21.98232, 24.215446]"
Butcher's Shops,"[275.924505, 271.50792]","[21.769752, 22.218879]"
Official for Earthworks and Buildings,"[0.6237600000000001, 6.424635]","[8.485463, 7.691122]"
Official for Materials Supply,"[335.37948, 337.28326500000003]","[12.205186, 9.129034]"
Master of Constructions,"[10.89735, 10.89735]","[-17.986605, -17.986605]"
Outer Kitchen,"[126.61336500000002, 130.91823, 130.91823, 132.34053, 132.34053, 131.81244]","[-3.987479, -7.23373, -7.23373, -3.443023, -3.443023, -1.897033]"
Outer Fence,"[30.511755, 28.388955000000003, 28.388955000000003, 25.35789, 25.35789, 22.546305, 22.546305, 18.432855, 18.432855, 15.73587, 15.73587, 12.170595]","[2.763759, 3.187536, 3.187536, 5.487613, 5.487613, 6.14382, 6.14382, 7.575354, 7.575354, 7.890135, 7.890135, 7.585079]"
Wang Liang,"[2.293305, 8.249955, 8.249955, 12.2739, 12.2739, 10.126740000000002, 10.126740000000002, 7.943085]","[59.14978, 62.931783, 62.931783, 57.815187, 57.815187, 56.537331, 56.537331, 54.522289]"
Master of Constructions (In Legs Mansion),[],[]
