name,ra,dec
Volans,"[135.611655, 126.434265, 126.434265, 109.20762, 109.20762, 107.17647, 107.17647, 115.45506, 115.45506, 121.982595, 121.982595, 126.434265]","[-66.396076, -66.13689, -66.13689, -67.957152, -67.957152, -70.497087, -70.497087, -72.606098, -72.606098, -68.617062, -68.617062, -66.13689]"
Musca,"[191.57019, 195.566385, 195.566385, 188.11701, 188.11701, 189.29608499999998, 189.29608499999998, 184.393755]","[-68.108119, -71.548855, -71.548855, -72.132988, -72.132988, -69.135564, -69.135564, -67.960736]"
Triangulum Australe,"[252.166155, 229.72771500000002, 229.72771500000002, 238.786245, 238.786245, 252.166155]","[-69.027715, -68.679545, -68.679545, -63.430727, -63.430727, -69.027715]"
Apus,"[221.965515, 248.36413499999998, 248.36413499999998, 250.77189, 250.77189, 245.086785]","[-79.044751, -78.897148, -78.897148, -77.517435, -77.517435, -78.695745]"
Piscis Austrinus,"[343.98708, 344.41256999999996, 344.41256999999996, 340.16391, 340.16391, 326.236695, 326.236695, 332.09583, 332.09583, 337.87635, 337.87635, 343.131405]","[-32.539628, -29.622236, -29.622236, -27.043617, -27.043617, -33.025781, -33.025781, -32.988468, -32.988468, -32.346073, -32.346073, -32.875504]"
Pavo,"[306.411885, 311.23970999999995, 311.23970999999995, 300.147675, 300.147675, 280.7589, 280.7589, 266.433315, 266.433315, 275.806755, 275.806755, 283.05431999999996, 283.05431999999996, 302.17735500000003, 302.17735500000003, 311.23970999999995, 311.23970999999995, 321.61057500000004]","[-56.73509, -66.203212, -66.203212, -72.910504, -72.910504, -71.428113, -71.428113, -64.723871, -64.723871, -61.493901, -61.493901, -62.187593, -62.187593, -66.182068, -66.182068, -66.203212, -66.203212, -65.366198]"
Leo Minor,"[163.32789, 156.970905, 156.970905, 151.857315, 151.857315, 143.55576000000002]","[34.214871, 36.707212, 36.707212, 35.244693, 35.244693, 36.397558]"
Lynx,"[140.263875, 125.70881999999999, 125.70881999999999, 111.67855499999999, 111.67855499999999, 108.979005]","[34.392562, 43.188131, 43.188131, 49.211527, 49.211527, 59.637467]"
Camelopardalis,"[74.3217, 75.85454999999999, 75.85454999999999, 73.51254, 73.51254, 57.589529999999996, 73.51254, 94.711575, 94.711575, 105.016215]","[53.752101, 60.442245, 60.442245, 66.342678, 66.342678, 71.332266, 66.342678, 69.319787, 69.319787, 76.977408]"
Lacerta,"[335.890125, 337.822725, 337.822725, 337.38259500000004, 337.38259500000004, 340.128495, 340.128495, 337.62192, 337.62192, 333.9924]","[52.229046, 50.282491, 50.282491, 47.706887, 47.706887, 44.276305, 44.276305, 43.123376, 43.123376, 37.748737]"
Sextans,"[151.98450000000003, 148.126815, 148.126815, 157.572825]","[-0.371637, -8.10503, -8.10503, -0.637026]"
Pyxis,"[130.025595, 130.898085, 130.898085, 132.63306, 132.63306, 133.88151, 133.88151, 137.011995, 137.011995, 140.3733]","[-35.308352, -33.186385, -33.186385, -27.709844, -27.709844, -27.681871, -27.681871, -25.858536, -25.858536, -25.965439]"
Antlia,"[142.311345, 156.78795, 156.78795, 164.179335]","[-35.951335, -31.067779, -31.067779, -37.137765]"
Vulpecula,"[292.176405, 289.054335, 313.032015, 303.94224, 303.94224, 300.27519]","[24.664905, 21.390428, 27.096979, 27.814242, 27.814242, 27.753573]"
Sculptor,"[14.65149, 353.24268, 353.24268, 349.705995, 349.705995, 357.231405]","[-29.357449, -37.818268, -37.818268, -32.532027, -32.532027, -28.130268]"
Fornax,"[48.018735, 42.272535000000005, 42.272535000000005, 31.122660000000003]","[-28.987618, -32.405898, -32.405898, -29.296819]"
Caelum,"[76.10159999999999, 70.514475, 70.514475, 70.140585, 70.140585, 67.70874]","[-35.482978, -37.144297, -37.144297, -41.863752, -41.863752, -44.953749]"
Norma,"[244.960305, 240.80368499999997, 240.80368499999997, 241.62264, 241.62264, 246.79194333333334, 246.79194333333334, 244.960305]","[-50.155508, -49.229695, -49.229695, -45.173185, -45.173185, -696.76385, -696.76385, -50.155508]"
Telescopium,"[272.807355, 276.74341499999997, 276.74341499999997, 293.80413, 293.80413, 301.8465, 301.8465, 284.61567, 284.61567, 277.207575, 277.207575, 276.74341499999997]","[-45.954418, -45.968459, -45.968459, -48.099202, -48.099202, -52.880793, -52.880793, -52.938629, -52.938629, -49.070588, -49.070588, -45.968459]"
Horologium,"[63.500445, 39.351375000000004, 39.351375000000004, 40.164989999999996, 40.164989999999996, 45.903585, 45.903585, 44.699085]","[-42.294368, -52.543086, -52.543086, -54.549911, -54.549911, -59.737775, -59.737775, -64.071284]"
Microscopium,"[312.49199999999996, 315.322755, 315.322755, 319.48449, 319.48449, 320.19012000000004, 320.19012000000004, 312.12126]","[-33.779722, -32.257767, -32.257767, -32.172539, -32.172539, -40.809465, -40.809465, -43.988544]"
Chamaeleon,"[124.630545, 158.86749, 158.86749, 184.58718, 184.58718, 161.446305, 161.446305, 125.161725]","[-76.919722, -78.607786, -78.607786, -79.31224, -79.31224, -80.540188, -80.540188, -77.484477]"
Circinus,"[229.37875499999998, 220.62738, 220.62738, 230.844375]","[-58.801208, -64.975138, -64.975138, -59.320787]"
Mensa,"[92.55948000000001, 82.96977]","[-74.753045, -76.340964]"
