name,ra,dec
Celestial Spring,"[295.90673999999996, 293.53535999999997, 293.53535999999997, 292.349265, 292.349265, 294.92409, 294.92409, 298.81539000000004, 298.81539000000004, 297.96084, 297.96084, 295.90673999999996, 299.934075, 297.96084, 289.91664000000003, 293.53535999999997, 292.349265, 290.65954500000004, 300.20136, 298.81539000000004]","[-37.538765, -40.034638, -40.034638, -43.445195, -43.445195, -45.27855, -45.27855, -41.868288, -41.868288, -39.874367, -39.874367, -37.538765, -35.276305, -39.874367, -35.421452, -40.034638, -43.445195, -44.458965, -45.112918, -41.868288]"
Peasant,"[277.77018, 277.77018]","[-32.989114, -32.989114]"
Ox,"[305.25280499999997, 306.83004, 306.83004, 307.474605, 307.474605, 307.21506, 307.21506, 305.25280499999997, 305.25280499999997, 305.165895, 305.25280499999997, 304.51356]","[-14.781367, -18.211721, -18.211721, -18.583178, -18.583178, -17.813687, -17.813687, -14.781367, -14.781367, -12.75908, -14.781367, -12.544852]"
Celestial Farmland (In Ox Mansion),"[304.848345, 304.50582, 304.50582, 303.82209, 307.380585, 308.218155, 308.218155, 306.361785, 310.048875, 310.35109500000004, 310.35109500000004, 310.34853, 310.35109500000004, 308.218155, 308.218155, 304.50582]","[-19.118533, -21.80996, -21.80996, -27.032977, -22.391567, -24.943829, -24.943829, -28.663269, -23.773867, -25.999911, -25.999911, -31.598289, -25.999911, -24.943829, -24.943829, -21.80996]"
Nine Water Wells,"[309.39173999999997, 312.370635, 312.370635, 308.47945500000003, 312.370635, 321.08679, 321.08679, 320.03952000000004, 321.08679, 320.319165, 321.08679, 327.06544499999995, 323.34801, 327.06544499999995, 327.06544499999995, 326.32797]","[-47.291502, -46.226826, -46.226826, -44.516048, -46.226826, -46.614706, -46.614706, -45.021893, -46.614706, -49.938248, -46.614706, -47.303615, -44.8487, -47.303615, -47.303615, -49.498761]"
Drum at the River,"[298.828305, 297.69582, 297.69582, 296.56491000000005]","[6.406763, 8.868322, 8.868322, 10.613261]"
Weaving Girl,"[281.08475999999996, 279.2346, 279.2346, 281.193135]","[39.670123, 38.783692, 38.783692, 37.605115]"
Left Flag,"[300.87507, 299.43936, 299.43936, 296.846925, 296.846925, 299.689275, 299.689275, 301.28955, 301.28955, 302.48602500000004, 302.48602500000004, 305.08918500000004, 305.08918500000004, 303.569235, 303.569235, 305.00079]","[16.031255, 16.789163, 16.789163, 18.534286, 18.534286, 19.492148, 19.492148, 19.991071, 19.991071, 20.915028, 20.915028, 17.792928, 17.792928, 15.197609, 15.197609, 13.548091]"
Right Flag,"[294.79851, 296.41643999999997, 296.41643999999997, 293.522295, 293.522295, 289.129305, 289.129305, 291.37458, 291.37458, 294.18032999999997, 294.18032999999997, 292.66598999999997, 292.66598999999997, 290.137095, 290.137095, 294.222705]","[5.397773, 7.613158, 7.613158, 7.378941, 7.378941, 4.834795, 4.834795, 3.114775, 3.114775, -1.286601, -1.286601, -2.788887, -2.788887, -5.415766, -5.415766, -7.027477]"
Celestial Drumstick,"[304.930275, 302.826195, 302.826195, 301.09647, 301.09647, 298.118205]","[-1.078514, -0.821461, -0.821461, -0.709309, -0.709309, 1.005661]"
Network of Dykes,"[309.817995, 310.1355, 310.1355, 310.012275]","[-14.95476, -16.12418, -16.12418, -18.138659]"
Clepsydra Terrace,"[283.62618, 282.51997500000004, 282.51997500000004, 284.735925, 284.735925, 286.825545]","[36.898613, 33.362667, 33.362667, 32.689557, 32.689557, 36.100157]"
Imperial Passageway,"[283.833735, 288.43953, 288.43953, 289.09206, 289.09206, 291.53801999999996, 291.53801999999996, 292.94301]","[43.946088, 39.145968, 39.145968, 38.133731, 38.133731, 36.317896, 36.317896, 34.452968]"
Girl,"[311.91897, 313.163475, 313.163475, 313.03623, 313.03623, 311.934315]","[-9.495776, -8.983318, -8.983318, -5.507059, -5.507059, -5.027701]"
Pearls on Ladies' Wear,"[309.1818, 309.58450500000004, 309.58450500000004, 307.412505, 307.412505, 307.103775]","[-2.549957, -1.105121, -1.105121, -2.885531, -2.885531, -3.357794]"
Rotten Gourd,"[308.48767499999997, 309.68327999999997, 309.68327999999997, 309.454665, 309.454665, 308.303205, 308.303205, 308.48767499999997, 308.48767499999997, 308.82723]","[13.027255, 13.315125, 13.315125, 11.377676, 11.377676, 11.303263, 11.303263, 13.027255, 13.027255, 14.674213]"
Good Gourd,"[311.6646, 309.909525, 309.909525, 309.38724, 309.38724, 310.31754, 310.31754, 310.864725, 310.864725, 311.6646]","[16.124296, 15.912072, 15.912072, 14.595087, 14.595087, 14.58288, 14.58288, 15.074581, 15.074581, 16.124296]"
Celestial Ford,"[318.234105, 319.47948, 319.47948, 318.69775500000003, 318.69775500000003, 314.293395, 314.293395, 310.35798, 310.35798, 303.3252, 303.3252, 296.24361, 296.24361, 305.557095, 305.557095, 311.55267000000003, 311.55267000000003, 318.234105]","[30.226916, 34.896898, 34.896898, 38.045317, 38.045317, 41.167136, 41.167136, 45.280338, 45.280338, 46.815675, 46.815675, 45.13081, 45.13081, 40.256679, 40.256679, 33.970256, 33.970256, 30.226916]"
Xi Zhong,"[289.2756, 292.42647, 292.42647, 294.671535, 294.671535, 297.657195]","[53.368459, 51.729779, 51.729779, 54.973793, 54.973793, 52.988001]"
Basket for Mulberry Leaves,"[282.89567999999997, 280.658145, 280.658145, 278.143845, 278.143845, 275.977605, 275.977605, 273.67086, 273.67086, 272.63164500000005, 272.63164500000005, 271.72281000000004]","[52.975117, 55.539457, 55.539457, 57.045599, 57.045599, 58.800736, 58.800736, 56.588238, 56.588238, 54.286552, 54.286552, 50.822823]"
Twelve States (Zhao State),"[312.95538, 311.5239]","[-26.919133, -25.270898]"
Twelve States (Yue State),"[310.08261, 310.08261]","[-33.431843, -33.431843]"
Twelve States (Zhou State),"[313.699245, 311.541615]","[-17.922894, -21.514032]"
Twelve States (Qi State),"[312.49199999999996, 312.49199999999996]","[-33.779722, -33.779722]"
Twelve States (Zheng State),"[315.322755, 315.322755]","[-32.257767, -32.257767]"
Twelve States (Chu State),"[315.43865999999997, 315.43865999999997]","[-26.880993, -26.880993]"
Twelve States (Qin State),"[316.48677000000004, 316.101255]","[-17.232861, -19.854991]"
Twelve States (Yan State),"[316.602825, 316.602825]","[-32.341618, -32.341618]"
Twelve States (Wei State),"[316.78195500000004, 316.78195500000004]","[-25.005853, -25.005853]"
Twelve States (Dai State),"[318.90792, 320.56164]","[-20.651696, -16.834542]"
Twelve States (Jin State),"[319.48449, 319.48449]","[-32.172539, -32.172539]"
Twelve States (Han State),"[318.322185, 318.322185]","[-27.619333, -27.619333]"
Emptiness,"[322.88973, 318.955965]","[-5.571172, 5.247845]"
Deified Judge of Life,"[326.80818, 324.8886]","[2.686124, 2.243558]"
Deified Judge of Rank,"[325.56437999999997, 324.633075]","[5.680137, 5.771742]"
Deified Judge of Disaster and Good Fortune,"[318.62005500000004, 317.58541499999995]","[10.006981, 10.131579]"
Deified Judge of Right and Wrong,"[326.1279, 327.536235]","[17.350017, 17.285851]"
Crying,"[322.180815, 321.66677999999996]","[-21.80718, -22.411332]"
Weeping,"[335.049645, 334.20847499999996]","[-7.821102, -7.78329]"
Celestial Ramparts,"[328.48212, 329.094885, 329.094885, 330.246225, 330.246225, 332.108055, 332.108055, 332.09583, 332.09583, 332.536395, 332.536395, 331.09932000000003, 331.09932000000003, 330.20926499999996, 330.20926499999996, 324.79218000000003, 324.79218000000003, 323.720835, 323.720835, 324.20329499999997, 324.20329499999997, 324.77545499999997, 324.77545499999997, 325.11377999999996, 325.11377999999996, 328.48212]","[-37.364852, -37.253655, -37.253655, -36.556316, -36.556316, -34.043841, -34.043841, -32.988468, -32.988468, -32.548407, -32.548407, -29.91653, -29.91653, -28.453736, -28.453736, -27.306572, -27.306572, -29.696117, -29.696117, -33.047896, -33.047896, -33.678856, -33.678856, -34.534824, -34.534824, -37.364852]"
Decayed Mortar,"[334.110675, 332.058135, 332.058135, 340.666725, 340.666725, 340.87489500000004]","[-41.627225, -46.960975, -46.960975, -46.884577, -46.884577, -41.414347]"
Jade Ornament on Ladies' Wear,"[323.060715, 322.26558, 322.26558, 320.454585]","[-33.944623, -31.238559, -31.238559, -29.166071]"
Rooftop,"[331.445985, 332.54994, 332.54994, 326.04649500000005, 332.54994, 336.31926]","[-0.319851, 6.197865, 6.197865, 9.875011, 6.197865, 1.377401]"
Tomb (Vassal of Rooftop),"[337.207965, 335.41407000000004, 337.207965, 338.83908, 337.207965, 336.31926]","[-0.019972, -1.387331, -0.019972, -0.117498, -0.019972, 1.377401]"
Humans,"[327.46122, 328.12467, 327.46122, 326.03565000000003, 327.46122, 328.2657, 327.46122, 326.16137999999995]","[30.174215, 28.793538, 30.174215, 28.742632, 30.174215, 25.92514, 30.174215, 25.645036]"
Mortar,"[335.33058, 331.39446, 331.39446, 331.752705]","[28.330529, 28.963981, 28.963981, 25.345112]"
Pestle (In Rooftop Mansion),"[333.9924, 333.19926000000004, 333.19926000000004, 332.49685500000004]","[37.748737, 34.604592, 34.604592, 33.178224]"
Big Yard for Chariots,"[340.128495, 337.62192, 337.62192, 333.68484, 333.68484, 327.770745, 327.770745, 325.85686499999997, 325.85686499999997, 323.69394, 323.69394, 324.23740499999997, 324.23740499999997, 327.770745]","[44.276305, 43.123376, 43.123376, 42.95391, 42.95391, 39.536658, 39.536658, 38.283589, 38.283589, 38.534054, 38.534054, 40.413521, 40.413521, 39.536658]"
Celestial Hook,"[354.83729999999997, 346.974345, 346.974345, 338.94115500000004, 338.94115500000004, 332.451615, 332.451615, 325.47978, 325.47978, 322.16492999999997, 322.16492999999997, 311.13777, 311.13777, 305.02497, 305.02497, 307.503]","[77.632276, 75.387496, 75.387496, 73.643188, 73.643188, 72.341207, 72.341207, 71.311417, 71.311417, 70.560716, 70.560716, 69.751813, 69.751813, 68.880317, 68.880317, 72.531703]"
Zaofu,"[337.292745, 345.021255, 345.021255, 339.6579, 332.71362, 345.021255, 345.021255, 333.75816000000003]","[58.415198, 56.945374, 56.945374, 56.795632, 58.201261, 56.945374, 56.945374, 57.043587]"
Temple,"[339.439095, 337.826295, 337.826295, 335.88396, 335.88396, 334.277085]","[-4.228056, -6.555151, -6.555151, -7.194421, -7.194421, -5.387164]"
Celestial Money,"[335.39820000000003, 336.54458999999997, 336.54458999999997, 335.878515, 335.878515, 334.15609500000005, 334.15609500000005, 333.43512, 333.43512, 332.37066, 332.37066, 331.81296000000003, 331.81296000000003, 332.75989500000003, 332.75989500000003, 333.57513, 333.57513, 334.642335, 334.642335, 335.39820000000003]","[-21.59823, -23.682447, -23.682447, -24.762661, -24.762661, -25.898162, -25.898162, -25.180905, -25.180905, -23.659109, -23.659109, -22.240668, -22.240668, -21.23279, -21.23279, -21.074566, -21.074566, -20.740014, -20.740014, -21.59823]"
Roofing,"[331.197585, 330.82851]","[-0.906343, -2.155363]"
Encampment,"[346.19022, 345.943515, 345.943515, 350.15934, 345.943515, 342.500775, 345.943515, 340.439205]","[15.205264, 28.082789, 28.082789, 23.740337, 28.082789, 24.601579, 28.082789, 29.307641]"
Resting Palace (Vassal of Encampment),"[340.439205, 340.75056]","[29.307641, 30.221245]"
Resting Palace (Vassal of Encampment),"[342.500775, 341.632815]","[24.601579, 23.565654]"
Resting Palace (Vassal of Encampment),"[350.15934, 351.344895]","[23.740337, 23.404101]"
Thunder and Lightning,"[355.84317000000004, 352.288725, 352.288725, 347.50608, 347.50608, 346.751085, 346.751085, 344.799225, 344.799225, 343.100295]","[10.331536, 12.760554, 12.760554, 9.822082, 9.822082, 9.409492, 9.409492, 11.728844, 11.728844, 9.835664]"
Official for Materials Supply,"[341.67324, 340.365495]","[12.172888, 10.831364]"
Line of Ramparts,"[359.66824499999996, 0.49008, 0.49008, 1.33392, 1.33392, 0.45603, 0.45603, 359.66824499999996, 359.66824499999996, 348.58066499999995, 348.58066499999995, 343.15364999999997, 343.15364999999997, 337.66173, 337.66173, 331.60929, 331.60929, 326.760165, 326.760165, 325.022715, 325.022715, 324.27012, 324.27012, 325.66459499999996, 325.66459499999996, 326.760165]","[-3.555983, -6.014072, -6.014072, -5.707618, -5.707618, -3.027504, -3.027504, -3.555983, -3.555983, -6.049003, -6.049003, -7.579599, -7.579599, -10.67795, -10.67795, -13.869679, -13.869679, -16.127286, -16.127286, -16.662308, -16.662308, -19.466011, -19.466011, -18.866323, -18.866323, -16.127286]"
Axe,"[353.24268, 352.00287, 352.00287, 349.705995]","[-37.818268, -35.544485, -35.544485, -32.532027]"
North Gate of the Military Camp,"[344.41256999999996, 344.41256999999996]","[-29.622236, -29.622236]"
Materials for Making Tents,"[337.87635, 337.87635]","[-32.346073, -32.346073]"
Flying Serpent,"[352.50804, 356.76426, 356.76426, 358.59596999999997, 358.59596999999997, 356.75799, 356.75799, 349.17607499999997, 349.17607499999997, 346.791885, 346.791885, 344.793135, 344.793135, 342.542055, 342.542055, 337.822725, 337.822725, 344.108325, 344.108325, 346.04553, 346.04553, 348.1374, 348.1374, 349.43598000000003, 349.43598000000003, 349.874175, 349.874175, 354.39083999999997, 354.39083999999997, 355.102035, 355.102035, 354.53415, 337.822725, 339.343485, 337.822725, 335.890125, 337.822725, 332.791035, 337.822725, 336.12913499999996, 337.822725, 337.38259500000004]","[58.54892, 58.651989, 58.651989, 57.499382, 57.499382, 57.451359, 57.451359, 53.213476, 53.213476, 52.816601, 52.816601, 52.65453, 52.65453, 50.676917, 50.676917, 50.282491, 50.282491, 49.733544, 49.733544, 50.052091, 50.052091, 49.406207, 49.406207, 49.0153, 49.0153, 48.625322, 48.625322, 46.458152, 46.458152, 44.333932, 44.333932, 43.268073, 50.282491, 51.545123, 50.282491, 52.229046, 50.282491, 50.823393, 50.282491, 49.476392, 50.282491, 47.706887]"
Net for Catching Birds,"[11.237805000000002, 11.050245, 11.050245, 7.110405, 7.110405, 0.42345000000000005, 0.42345000000000005, 2.93328, 16.135755, 8.432549999999999, 8.432549999999999, 7.110405, 7.110405, 6.5708400000000005, 6.5708400000000005, 2.98365]","[-42.676558, -38.421686, -38.421686, -39.915002, -39.915002, -40.148702, -40.148702, -35.133119, -33.532845, -35.002078, -35.002078, -39.915002, -39.915002, -42.305981, -42.305981, -42.172144]"
Palace Guard,"[3.61512, 4.856985, 4.856985, 1.1254950000000001]","[-7.780532, -8.823921, -8.823921, -10.509523]"
Palace Guard,"[357.561375, 356.81631, 356.81631, 357.638685]","[-9.974136, -11.911126, -11.911126, -14.40149]"
Palace Guard,"[355.61593500000004, 355.680585, 355.680585, 354.94611000000003]","[-15.448033, -14.544905, -14.544905, -14.222178]"
Palace Guard,"[357.838905, 356.50383, 356.50383, 355.440855]","[-18.909163, -18.67834, -18.67834, -17.816533]"
Palace Guard,"[353.31927, 351.51162, 351.51162, 350.74263]","[-20.914504, -20.642014, -20.642014, -20.10058]"
Palace Guard,"[349.47589500000004, 349.21225499999997, 349.21225499999997, 348.972885]","[-9.182513, -7.726504, -7.726504, -9.087737]"
Palace Guard,"[346.30356, 343.662555, 343.662555, 343.52352]","[-17.07925, -15.82082, -15.82082, -19.175149]"
Palace Guard,"[344.898645, 343.36960500000004, 343.36960500000004, 342.39792]","[-13.070895, -11.616514, -11.616514, -13.592632]"
Palace Guard,"[340.89681, 341.888025, 341.888025, 338.67345]","[-18.830375, -19.613375, -19.613375, -20.708216]"
Palace Guard,"[338.90155500000003, 337.72404, 337.72404, 340.16391]","[-23.991094, -26.073752, -26.073752, -27.043617]"
Palace Guard,"[338.95335, 337.572285, 337.572285, 336.642795]","[-17.460424, -14.585734, -14.585734, -16.742138]"
Palace Guard,"[327.554085, 330.549375, 330.549375, 327.923925]","[-16.844914, -17.903474, -17.903474, -18.62294]"
Palace Guard,"[333.107325, 334.20018, 334.20018, 336.112755]","[-14.193957, -12.831436, -12.831436, -13.529369]"
Palace Guard,"[354.414825, 349.77777000000003, 349.77777000000003, 352.02163499999995]","[-13.060243, -13.458552, -13.458552, -11.449752]"
Palace Guard,"[347.361645, 347.478735, 347.478735, 346.670175]","[-21.17241, -22.457611, -22.457611, -23.743115]"
Wall,"[3.30897, 2.096865]","[15.183596, 29.090432]"
Thunderbolt,"[359.827875, 354.98766, 354.98766, 351.99207, 351.99207, 349.29141, 349.29141, 345.969225]","[6.863321, 5.626292, 5.626292, 6.378992, 6.378992, 3.282289, 3.282289, 3.820045]"
Cloud and Rain,"[358.694265, 355.511685, 355.511685, 351.73314, 351.73314, 353.53756500000003]","[0.109309, 1.780041, 1.780041, 1.255608, 1.255608, -1.247567]"
Celestial Stable,"[10.516214999999999, 11.1813, 11.1813, 11.10918, 11.10918, 10.866990000000001, 10.866990000000001, 9.193545, 9.193545, 7.05681, 7.05681, 2.58018, 2.58018, 2.996115, 2.996115, 4.429424999999999, 4.429424999999999, 6.06522, 6.06522, 10.516214999999999]","[50.512526, 48.284364, 48.284364, 47.863984, 47.863984, 47.024546, 47.024546, 44.488587, 44.488587, 44.394452, 44.394452, 46.072272, 46.072272, 48.152396, 48.152396, 51.43309, 51.43309, 52.019914, 52.019914, 50.512526]"
Sickle,"[20.878995, 14.65149, 14.65149, 15.610110000000002, 14.65149, 8.421015, 8.421015, 6.98208]","[-30.945617, -29.357449, -29.357449, -31.552005, -29.357449, -29.558278, -29.558278, -33.007167]"
Official for Earthworks and Buildings,"[4.571865, 2.50917]","[11.206214, 11.145813]"
Legs,"[12.45351, 14.188274999999999, 14.188274999999999, 17.43291, 17.43291, 19.07883, 19.07883, 17.778195, 17.778195, 17.91513, 17.91513, 19.866645000000002, 19.866645000000002, 18.43728, 18.43728, 17.86341, 17.86341, 14.301675, 14.301675, 11.834715000000001, 11.834715000000001, 9.63903, 9.63903, 9.83193, 9.83193, 9.2202, 9.2202, 9.338415000000001, 9.338415000000001, 10.27995, 10.27995, 12.45351]","[41.078911, 38.499345, 38.499345, 35.620558, 35.620558, 33.11472, 33.11472, 31.424736, 31.424736, 30.089638, 30.089638, 27.264059, 27.264059, 24.583713, 24.583713, 21.03465, 21.03465, 23.417648, 23.417648, 24.267178, 24.267178, 29.311751, 29.311751, 30.861024, 30.861024, 33.719344, 33.719344, 35.399501, 35.399501, 39.458664, 39.458664, 41.078911]"
Outer Fence,"[30.511755, 28.388955000000003, 28.388955000000003, 25.35789, 25.35789, 22.546305, 22.546305, 18.432855, 18.432855, 15.73587, 15.73587, 12.170595]","[2.763759, 3.187536, 3.187536, 5.487613, 5.487613, 6.14382, 6.14382, 7.575354, 7.575354, 7.890135, 7.890135, 7.585079]"
Celestial Pigsty,"[13.252065, 15.760575, 15.760575, 19.151205, 19.151205, 19.95123, 19.95123, 19.44981, 19.44981, 17.0925, 17.0925, 12.82635, 12.82635, 13.252065]","[-1.14426, -4.836601, -4.836601, -2.500368, -2.500368, -0.509029, -0.509029, 3.614466, 3.614466, 5.649819, 5.649819, 3.38502, 3.38502, -1.14426]"
Master of Constructions (In Legs Mansion),"[10.89735, 10.89735]","[-17.986605, -17.986605]"
Southern Military Gate,"[28.27044, 28.27044]","[29.578829, 29.578829]"
Flying Corridor,"[17.37552, 17.775255, 17.775255, 23.48292, 23.48292, 25.832265, 25.832265, 28.598760000000002, 28.598760000000002, 29.90838, 29.90838]","[47.241792, 55.149901, 55.149901, 59.23204, 59.23204, 60.551332, 60.551332, 63.670101, 63.670101, 64.621602, 64.621602]"
Auxiliary Road,"[21.453239999999997, 21.453239999999997]","[60.235283, 60.235283]"
Wang Liang,"[14.177145, 12.2739, 12.2739, 10.126740000000002, 10.126740000000002, 9.24282, 2.293305, 14.177145, 2.293305, 12.2739, 2.293305, 10.126740000000002, 2.293305, 9.24282]","[60.71674, 57.815187, 57.815187, 56.537331, 56.537331, 53.896909, 59.14978, 60.71674, 59.14978, 57.815187, 59.14978, 56.537331, 59.14978, 53.896909]"
Whip,"[8.249955, 8.249955]","[62.931783, 62.931783]"
Bond,"[31.793325000000003, 28.66002, 28.66002, 28.38255]","[23.462423, 20.808035, 20.808035, 19.293852]"
Official in Charge of the Forest,"[34.741455, 34.53141, 34.53141, 32.656635, 32.656635, 33.200325, 33.200325, 34.741455, 34.741455, 37.63479]","[23.167815, 19.901164, 19.901164, 19.500338, 19.500338, 21.210993, 21.210993, 23.167815, 23.167815, 25.235036]"
Official in Charge of Pasturing,"[25.62405, 23.704439999999998, 23.704439999999998, 22.470254999999998, 22.470254999999998, 22.870875, 22.870875, 24.92007, 24.92007, 23.704439999999998]","[20.268504, 18.460512, 18.460512, 18.355669, 18.355669, 15.345823, 15.345823, 16.405858, 16.405858, 18.460512]"
Square Celestial Granary,"[30.001260000000002, 26.017185, 26.017185, 27.86514, 27.86514, 21.00585, 21.00585, 17.147460000000002, 17.147460000000002, 11.047500000000001]","[-21.077831, -15.93748, -15.93748, -10.335038, -10.335038, -8.183257, -8.183257, -10.182264, -10.182264, -10.60955]"
Ricks of Grain,"[33.226949999999995, 31.122660000000003, 31.122660000000003, 30.311385]","[-30.723825, -29.296819, -29.296819, -30.00183]"
Great General of Heaven,"[25.915125, 24.498075, 24.498075, 24.837525, 24.837525, 24.199485, 24.199485, 25.145055, 25.145055, 27.162119999999998, 27.162119999999998, 29.038905, 29.038905, 32.38587, 32.38587, 33.092865, 33.092865, 34.737465, 34.737465, 30.97476, 30.97476, 25.915125]","[50.688732, 48.628213, 48.628213, 44.386165, 44.386165, 41.405459, 41.405459, 40.577049, 40.577049, 37.95287, 37.95287, 37.25183, 37.25183, 34.987297, 34.987297, 30.303067, 30.303067, 28.642674, 28.642674, 42.329725, 42.329725, 50.688732]"
Stomach,"[40.86297, 41.9772, 41.9772, 42.495945]","[27.707146, 29.247118, 29.247118, 27.260507]"
Circular Celestial Granary,"[41.235585, 37.039755, 37.039755, 33.249975, 33.249975, 36.204405, 36.204405, 41.235585, 41.235585, 44.92875, 44.92875, 45.56988, 45.56988, 38.968635, 38.968635, 40.82517, 40.82517, 39.87066, 39.87066, 40.308330000000005, 40.308330000000005, 38.03925, 38.03925, 35.55165, 35.55165, 34.83663]","[10.114146, 8.460054, 8.460054, 8.846717, 8.846717, 10.610565, 10.610565, 10.114146, 10.114146, 8.907365, 8.907365, 4.089734, 4.089734, 5.593246, 5.593246, 3.235818, 3.235818, 0.328511, 0.328511, -0.695653, -0.695653, -1.034896, -1.034896, -0.884852, -0.884852, -2.977643]"
Celestial Foodstuff,"[52.718235, 52.601955000000004, 52.601955000000004, 51.7923, 51.7923, 51.20331]","[12.936678, 11.336442, 11.336442, 9.73268, 9.73268, 9.02887]"
Mausoleum,"[40.761765000000004, 43.564425, 43.564425, 47.265075, 47.265075, 47.37387, 47.37387, 47.04222, 47.04222, 46.29405, 46.29405, 42.645945, 42.645945, 40.56216]","[55.106019, 52.762479, 52.762479, 49.613278, 49.613278, 44.857544, 44.857544, 40.955648, 40.955648, 38.840274, 38.840274, 38.318644, 38.318644, 40.193944]"
Celestial Boat,"[42.674175, 46.19913, 46.19913, 51.08067, 51.08067, 54.122385, 54.122385, 55.73124, 55.73124, 62.165355000000005, 62.165355000000005, 63.724425, 63.724425, 64.56084, 64.56084, 61.646024999999995]","[55.895496, 53.50644, 53.50644, 49.86118, 49.86118, 48.192634, 48.192634, 47.787551, 47.787551, 47.712513, 47.712513, 48.409331, 48.409331, 50.295502, 50.295502, 50.351262]"
Heap of Corpses,"[44.69028, 44.69028]","[39.662728, 39.662728]"
Stored water,"[59.15205, 59.15205]","[50.695381, 50.695381]"
Hairy Head,"[56.30205, 56.200889999999994, 56.200889999999994, 56.456685, 56.456685, 56.218905, 56.218905, 56.87115, 56.87115, 56.58156, 56.58156, 57.290595]","[24.467278, 24.28947, 24.28947, 24.367748, 24.367748, 24.113339, 24.113339, 24.105137, 24.105137, 23.948358, 23.948358, 24.053415]"
Celestial Concave,"[50.549549999999996, 50.549549999999996]","[27.607553, 27.607553]"
Lunar Star,"[61.173795, 61.173795]","[22.081926, 22.081926]"
Celestial Yin Force,"[50.68851, 51.108825, 50.68851, 50.306760000000004, 50.68851, 48.7254, 50.68851, 47.90733]","[20.742069, 20.803489, 20.742069, 21.147086, 20.742069, 21.044441, 20.742069, 19.726677]"
Rolled Tongue,"[56.298480000000005, 59.46345, 59.46345, 59.741249999999994, 59.741249999999994, 58.533, 58.533, 56.07972, 56.07972, 55.594364999999996]","[42.578549, 40.010215, 40.010215, 35.791033, 35.791033, 31.883635, 31.883635, 32.288248, 32.288248, 33.965026]"
Celestial Slander,"[57.38622, 57.38622]","[33.091382, 33.091382]"
Whetstone,"[61.751925, 61.65171, 61.65171, 62.707755, 62.707755, 65.645595]","[29.001299, 27.599903, 27.599903, 26.480952, 26.480952, 25.629314]"
Hay,"[38.02179, 36.487514999999995, 36.487514999999995, 40.051755, 36.501465, 39.890969999999996, 39.890969999999996, 35.50638]","[-15.244677, -12.29048, -12.29048, -9.452875, -15.341247, -11.872156, -11.872156, -10.777534]"
Celestial Meadows,"[59.507355, 56.535555, 56.535555, 55.81209, 55.81209, 53.23272, 53.23272, 48.958439999999996, 48.958439999999996, 44.10687, 44.10687, 41.030625, 41.030625, 41.275725, 41.275725, 42.759675, 42.759675, 45.597945, 45.597945, 49.87917, 49.87917, 53.446979999999996, 53.446979999999996, 56.712059999999994, 56.712059999999994, 56.915205, 56.915205, 58.427925, 58.427925, 59.981175]","[-13.508515, -12.101589, -12.101589, -9.763395, -9.763395, -9.458262, -9.458262, -8.81973, -8.81973, -8.898144, -8.898144, -13.858696, -13.858696, -18.572563, -18.572563, -21.004019, -21.004019, -23.624472, -23.624472, -21.757864, -21.757864, -21.632883, -21.632883, -23.249723, -23.249723, -23.874677, -23.874677, -24.61223, -24.61223, -24.016215]"
Net,"[67.154145, 66.37241999999999, 66.37241999999999, 65.73370499999999, 65.73370499999999, 64.948335, 68.98015500000001, 67.165575, 67.165575, 66.58641, 66.58641, 64.948335, 64.948335, 60.17007, 68.98015500000001, 69.81874499999999]","[19.180431, 17.92791, 17.92791, 17.542514, 17.542514, 15.627642, 16.509301, 15.870883, 15.870883, 15.618265, 15.618265, 15.627642, 15.627642, 12.490347, 16.509301, 15.917977]"
Whisper (Vassal of Net),"[69.81874499999999, 69.81874499999999]","[15.917977, 15.917977]"
Celestial Street,"[66.576915, 66.34233]","[22.813583, 22.293874]"
Celestial Tally,"[68.913585, 71.10762, 71.10762, 71.50725, 71.50725, 69.539415, 69.539415, 68.913585, 68.913585, 65.965935, 65.965935, 63.88357500000001, 63.88357500000001, 60.985845000000005, 60.985845000000005, 60.78909]","[10.16079, 11.146137, 11.146137, 11.705591, 11.705591, 12.510838, 12.510838, 10.16079, 10.16079, 9.460968, 9.460968, 8.892357, 8.892357, 8.197269, 8.197269, 5.989305]"
Feudal Kings,"[81.908685, 79.81917, 79.81917, 78.86523, 78.86523, 76.98099, 76.98099, 75.77394, 75.77394, 70.56126]","[21.936965, 22.096494, 22.096494, 22.284858, 22.284858, 21.704821, 21.704821, 21.589962, 21.589962, 22.956926]"
Celestial High Terrace,"[71.57011499999999, 72.843585, 72.843585, 74.34309, 74.34309, 72.43368, 72.43368, 71.57011499999999]","[18.734693, 18.839861, 18.839861, 17.153677, 17.153677, 15.904221, 15.904221, 18.734693]"
Interpreters of Nine Dialects,"[65.920215, 68.47803, 68.47803, 68.548455, 68.548455, 68.54904, 68.54904, 68.342025, 68.342025, 67.278855, 67.278855, 63.59871, 63.59871, 64.330095, 64.330095, 63.818055, 63.818055, 65.920215]","[-3.74547, -6.738908, -6.738908, -8.231352, -8.231352, -8.970258, -8.970258, -10.785333, -10.785333, -13.04837, -13.04837, -10.256283, -10.256283, -6.472177, -6.472177, -7.652871, -7.652871, -3.74547]"
